ENSG00000238009	RP11-34P13.7
ENSG00000108061	SHOC2
ENSG00000150594	ADRA2A
ENSG00000119927	GPAM
ENSG00000197142	ACSL5
ENSG00000232934	RP11-324O2.3
ENSG00000023041	ZDHHC6
ENSG00000151532	VTI1A
ENSG00000148737	TCF7L2
ENSG00000233547	RP11-57H14.2
ENSG00000148702	HABP2
ENSG00000165806	CASP7
ENSG00000148735	PLEKHS1
ENSG00000198924	DCLRE1A
ENSG00000196865	NHLRC2
ENSG00000043591	ADRB1
ENSG00000165813	CCDC186
ENSG00000095627	TDRD1
ENSG00000275024	CTB-1144G6.6
ENSG00000169129	AFAP1L2
ENSG00000099204	ABLIM1
ENSG00000228484	RP11-106M7.1
ENSG00000151553	FAM160B1
ENSG00000165832	TRUB1
ENSG00000107518	ATRNL1
ENSG00000151892	GFRA1
ENSG00000187021	PNLIPRP1
ENSG00000165868	HSPA12A
ENSG00000225302	RP11-539I5.1
ENSG00000188316	ENO4
ENSG00000187164	SHTN1
ENSG00000277879	RP11-129M16.4
ENSG00000165650	PDZD8
ENSG00000229847	EMX2OS
ENSG00000170370	EMX2
ENSG00000107560	RAB11FIP2
ENSG00000177640	CASC2
ENSG00000165669	FAM204A
ENSG00000119973	PRLHR
ENSG00000151893	CACUL1
ENSG00000188613	NANOS1
ENSG00000107581	EIF3A
ENSG00000119979	FAM45A
ENSG00000183605	SFXN4
ENSG00000165672	PRDX3
ENSG00000198873	GRK5
ENSG00000148908	RGS10
ENSG00000151923	TIAL1
ENSG00000151929	BAG3
ENSG00000198825	INPP5F
ENSG00000197771	MCMBP
ENSG00000107651	SEC23IP
ENSG00000203805	PLPP4
ENSG00000227165	WDR11-AS1
ENSG00000120008	WDR11
ENSG00000066468	FGFR2
ENSG00000107669	ATE1
ENSG00000226864	ATE1-AS1
ENSG00000107672	NSMCE4A
ENSG00000273891	RP11-500G22.5
ENSG00000138162	TACC2
ENSG00000138152	BTBD16
ENSG00000107679	PLEKHA1
ENSG00000166033	HTRA1
ENSG00000138161	CUZD1
ENSG00000213185	FAM24B
ENSG00000119965	C10orf88
ENSG00000179988	PSTK
ENSG00000095574	IKZF5
ENSG00000196177	ACADSB
ENSG00000154473	BUB3
ENSG00000121898	CPXM2
ENSG00000182022	CHST15
ENSG00000065154	OAT
ENSG00000107902	LHPP
ENSG00000189319	FAM53B
ENSG00000203791	METTL10
ENSG00000165660	FAM175B
ENSG00000019995	ZRANB1
ENSG00000226899	RP11-298J20.3
ENSG00000175029	CTBP2
ENSG00000273599	RP11-59C5.3
ENSG00000224023	FLJ37035
ENSG00000107938	EDRF1
ENSG00000188690	UROS
ENSG00000107949	BCCIP
ENSG00000089876	DHX32
ENSG00000203780	FANK1
ENSG00000148848	ADAM12
ENSG00000150760	DOCK1
ENSG00000180745	CLRN3
ENSG00000132334	PTPRE
ENSG00000148773	MKI67
ENSG00000234640	RP11-264E18.1
ENSG00000170430	MGMT
ENSG00000227374	RP11-109A6.3
ENSG00000108001	EBF3
ENSG00000237489	LINC00959
ENSG00000108010	GLRX3
ENSG00000175470	PPP2R2D
ENSG00000176171	BNIP3
ENSG00000277959	RP11-45A17.2
ENSG00000273521	RP11-45A17.4
ENSG00000188385	JAKMIP3
ENSG00000151640	DPYSL4
ENSG00000165752	STK32C
ENSG00000148814	LRRC27
ENSG00000171813	PWWP2B
ENSG00000180066	C10orf91
ENSG00000226900	RP11-432J24.5
ENSG00000068383	INPP5A
ENSG00000171811	CFAP46
ENSG00000171798	KNDC1
ENSG00000151650	VENTX
ENSG00000273980	RP13-49I15.6
ENSG00000151651	ADAM8
ENSG00000130640	TUBGCP2
ENSG00000198546	ZNF511
ENSG00000165828	PRAP1
ENSG00000130643	CALY
ENSG00000148803	FUOM
ENSG00000127884	ECHS1
ENSG00000148832	PAOX
ENSG00000148824	MTG1
ENSG00000130649	CYP2E1
ENSG00000278518	RP11-108K14.12
ENSG00000120645	IQSEC3
ENSG00000256948	RP11-598F7.3
ENSG00000256694	RP11-598F7.5
ENSG00000256540	RP11-598F7.6
ENSG00000111181	SLC6A12
ENSG00000010379	SLC6A13
ENSG00000073614	KDM5A
ENSG00000120647	CCDC77
ENSG00000139044	B4GALNT3
ENSG00000171840	NINJ2
ENSG00000177406	RP11-218M22.1
ENSG00000060237	WNK1
ENSG00000002016	RAD52
ENSG00000250132	RP11-359B12.2
ENSG00000082805	ERC1
ENSG00000111186	WNT5B
ENSG00000171823	FBXL14
ENSG00000006831	ADIPOR2
ENSG00000151062	CACNA2D4
ENSG00000151065	DCP1B
ENSG00000151067	CACNA1C
ENSG00000203593	RP5-1096D14.6
ENSG00000256271	CACNA1C-AS2
ENSG00000004478	FKBP4
ENSG00000258325	RP4-816N1.6
ENSG00000111203	ITFG2
ENSG00000053702	NRIP2
ENSG00000111206	FOXM1
ENSG00000171792	RHNO1
ENSG00000078246	TULP3
ENSG00000197905	TEAD4
ENSG00000250899	RP11-253E3.3
ENSG00000011105	TSPAN9
ENSG00000111218	PRMT8
ENSG00000130038	CRACR2A
ENSG00000111224	PARP11
ENSG00000256862	RP11-664D1.1
ENSG00000256969	RP11-320N7.2
ENSG00000256164	CCND2-AS1
ENSG00000118971	CCND2
ENSG00000078237	TIGAR
ENSG00000118972	FGF23
ENSG00000047621	C12orf4
ENSG00000111247	RAD51AP1
ENSG00000010219	DYRK4
ENSG00000139180	NDUFA9
ENSG00000255474	RP11-234B24.2
ENSG00000130035	GALNT8
ENSG00000130037	KCNA5
ENSG00000185652	NTF3
ENSG00000047617	ANO2
ENSG00000110799	VWF
ENSG00000010278	CD9
ENSG00000008323	PLEKHG6
ENSG00000067182	TNFRSF1A
ENSG00000111319	SCNN1A
ENSG00000111321	LTBR
ENSG00000139193	CD27
ENSG00000139192	TAPBPL
ENSG00000139190	VAMP1
ENSG00000276718	RP1-102E24.10
ENSG00000111639	MRPL51
ENSG00000010292	NCAPD2
ENSG00000111640	GAPDH
ENSG00000269968	RP5-940J5.9
ENSG00000010295	IFFO1
ENSG00000245667	RP5-940J5.8
ENSG00000111641	NOP2
ENSG00000111642	CHD4
ENSG00000247853	RP5-940J5.6
ENSG00000184574	LPAR5
ENSG00000111644	ACRBP
ENSG00000111653	ING4
ENSG00000219410	RP4-761J14.8
ENSG00000126746	ZNF384
ENSG00000111652	COPS7A
ENSG00000089693	MLF2
ENSG00000159335	PTMS
ENSG00000089692	LAG3
ENSG00000010610	CD4
ENSG00000250510	GPR162
ENSG00000110811	P3H3
ENSG00000111664	GNB3
ENSG00000111665	CDCA3
ENSG00000111667	USP5
ENSG00000111669	TPI1
ENSG00000111671	SPSB2
ENSG00000010626	LRRC23
ENSG00000275703	U47924.32
ENSG00000111674	ENO2
ENSG00000111676	ATN1
ENSG00000111678	C12orf57
ENSG00000272173	U47924.31
ENSG00000111679	PTPN6
ENSG00000257084	U47924.27
ENSG00000215021	PHB2
ENSG00000126749	EMG1
ENSG00000268439	RP3-461F17.3
ENSG00000111684	LPCAT3
ENSG00000182326	C1S
ENSG00000159403	C1R
ENSG00000139178	C1RL
ENSG00000205885	C1RL-AS1
ENSG00000139194	RBP5
ENSG00000256967	RP11-273B20.1
ENSG00000139182	CLSTN3
ENSG00000139197	PEX5
ENSG00000177675	CD163L1
ENSG00000177575	CD163
ENSG00000111701	APOBEC1
ENSG00000198178	CLEC4C
ENSG00000111704	NANOG
ENSG00000173262	SLC2A14
ENSG00000059804	SLC2A3
ENSG00000065970	FOXJ2
ENSG00000171860	C3AR1
ENSG00000089818	NECAP1
ENSG00000111729	CLEC4A
ENSG00000226711	FAM66C
ENSG00000275367	RP11-266K4.14
ENSG00000171847	FAM90A1
ENSG00000215241	RP11-266K4.9
ENSG00000226091	LINC00937
ENSG00000256101	RP11-90D4.3
ENSG00000166527	CLEC4D
ENSG00000166523	CLEC4E
ENSG00000111732	AICDA
ENSG00000197614	MFAP5
ENSG00000166532	RIMKLB
ENSG00000249790	RP11-20D14.6
ENSG00000166535	A2ML1
ENSG00000111752	PHC1
ENSG00000003056	M6PR
ENSG00000139187	KLRG1
ENSG00000245105	A2M-AS1
ENSG00000175899	A2M
ENSG00000126838	PZP
ENSG00000237248	LINC00987
ENSG00000260423	RP13-735L24.1
ENSG00000111796	KLRB1
ENSG00000069493	CLEC2D
ENSG00000184293	CLECL1
ENSG00000110848	CD69
ENSG00000150045	KLRF1
ENSG00000110852	CLEC2B
ENSG00000255882	RP11-290C10.1
ENSG00000172322	CLEC12A
ENSG00000197992	CLEC9A
ENSG00000150048	CLEC1A
ENSG00000172243	CLEC7A
ENSG00000173391	OLR1
ENSG00000165685	TMEM52B
ENSG00000139112	GABARAPL1
ENSG00000134539	KLRD1
ENSG00000245648	RP11-277P12.20
ENSG00000213809	KLRK1
ENSG00000183542	KLRC4
ENSG00000205810	KLRC3
ENSG00000205809	KLRC2
ENSG00000134545	KLRC1
ENSG00000180574	EIF2S3L
ENSG00000256039	RP11-291B21.2
ENSG00000111196	MAGOHB
ENSG00000060140	STYK1
ENSG00000060138	YBX3
ENSG00000231887	PRH1
ENSG00000121318	TAS2R10
ENSG00000111215	PRR4
ENSG00000212127	TAS2R14
ENSG00000256436	TAS2R31
ENSG00000256188	TAS2R30
ENSG00000256537	SMIM10L1
ENSG00000247157	LINC01252
ENSG00000139083	ETV6
ENSG00000121380	BCL2L14
ENSG00000070018	LRP6
ENSG00000111261	MANSC1
ENSG00000205791	LOH12CR2
ENSG00000165714	BORCS5
ENSG00000111266	DUSP16
ENSG00000111269	CREBL2
ENSG00000275963	RP11-180M15.6
ENSG00000183150	GPR19
ENSG00000111276	CDKN1B
ENSG00000178878	APOLD1
ENSG00000213782	DDX47
ENSG00000013588	GPRC5A
ENSG00000247498	RP11-392P7.6
ENSG00000013583	HEBP1
ENSG00000084444	FAM234B
ENSG00000111305	GSG1
ENSG00000134531	EMP1
ENSG00000180861	LINC01559
ENSG00000256084	RP11-134N1.2
ENSG00000171681	ATF7IP
ENSG00000121316	PLBD1
ENSG00000256751	PLBD1-AS1
ENSG00000070019	GUCY2C
ENSG00000214772	RP11-174G6.1
ENSG00000197837	HIST4H4
ENSG00000246705	H2AFJ
ENSG00000084463	WBP11
ENSG00000182993	C12orf60
ENSG00000179256	SMCO3
ENSG00000111339	ART4
ENSG00000111341	MGP
ENSG00000139055	ERP27
ENSG00000111348	ARHGDIB
ENSG00000134533	RERG
ENSG00000151490	PTPRO
ENSG00000151491	EPS8
ENSG00000023734	STRAP
ENSG00000023697	DERA
ENSG00000008394	MGST1
ENSG00000255871	RP11-69C13.1
ENSG00000111404	RERGL
ENSG00000139144	PIK3C2G
ENSG00000052126	PLEKHA5
ENSG00000139154	AEBP2
ENSG00000255910	RP11-405A12.2
ENSG00000172572	PDE3A
ENSG00000139155	SLCO1C1
ENSG00000111700	SLCO1B3
ENSG00000134538	SLCO1B1
ENSG00000084453	SLCO1A2
ENSG00000121351	IAPP
ENSG00000121350	PYROXD1
ENSG00000004700	RECQL
ENSG00000111711	GOLT1B
ENSG00000134548	SPX
ENSG00000111713	GYS2
ENSG00000111716	LDHB
ENSG00000121361	KCNJ8
ENSG00000069431	ABCC9
ENSG00000111726	CMAS
ENSG00000111728	ST8SIA1
ENSG00000256714	RP11-73M14.1
ENSG00000111731	C2CD5
ENSG00000257023	RP11-268P4.4
ENSG00000139163	ETNK1
ENSG00000134532	SOX5
ENSG00000255864	RP11-444D3.1
ENSG00000060982	BCAT1
ENSG00000256482	RP11-625L16.3
ENSG00000226397	C12orf77
ENSG00000118308	LRMP
ENSG00000118307	CASC1
ENSG00000205707	LYRM5
ENSG00000133703	KRAS
ENSG00000274987	RP11-295I5.3
ENSG00000278743	RP11-707G18.1
ENSG00000152936	LMNTD1
ENSG00000246695	RASSF8-AS1
ENSG00000123094	RASSF8
ENSG00000123095	BHLHE41
ENSG00000123096	SSPN
ENSG00000256234	RP11-283G6.4
ENSG00000255750	RP11-283G6.5
ENSG00000123104	ITPR2
ENSG00000064102	ASUN
ENSG00000111790	FGFR1OP2
ENSG00000064115	TM7SF3
ENSG00000152944	MED21
ENSG00000275764	RP11-582E3.6
ENSG00000211455	STK38L
ENSG00000029153	ARNTL2
ENSG00000165935	SMCO2
ENSG00000110841	PPFIBP1
ENSG00000256377	RP11-1060J15.4
ENSG00000174236	REP15
ENSG00000256504	RP11-1060J15.7
ENSG00000061794	MRPS35
ENSG00000087448	KLHL42
ENSG00000087494	PTHLH
ENSG00000123106	CCDC91
ENSG00000247934	RP11-967K21.1
ENSG00000064763	FAR2
ENSG00000274315	RP11-996F15.5
ENSG00000273680	RP11-996F15.6
ENSG00000087502	ERGIC2
ENSG00000257599	OVCH1-AS1
ENSG00000187950	OVCH1
ENSG00000133687	TMTC1
ENSG00000133704	IPO8
ENSG00000110888	CAPRIN2
ENSG00000235884	LINC00941
ENSG00000110900	TSPAN11
ENSG00000226472	RP11-551L14.4
ENSG00000245614	DDX11-AS1
ENSG00000013573	DDX11
ENSG00000177359	OVOS2
ENSG00000139146	FAM60A
ENSG00000177340	FLJ13224
ENSG00000170456	DENND5B
ENSG00000139160	METTL20
ENSG00000151743	AMN1
ENSG00000276900	RP11-467L13.7
ENSG00000188375	H3F3C
ENSG00000174718	KIAA1551
ENSG00000276136	RP11-50I19.2
ENSG00000151746	BICD1
ENSG00000139132	FGD4
ENSG00000087470	DNM1L
ENSG00000276148	RP11-278C7.4
ENSG00000139131	YARS2
ENSG00000057294	PKP2
ENSG00000139133	ALG10
ENSG00000255652	RP11-313F23.4
ENSG00000175548	ALG10B
ENSG00000139117	CPNE8
ENSG00000257718	RP11-396F22.1
ENSG00000139116	KIF21A
ENSG00000173208	ABCD2
ENSG00000151229	SLC2A13
ENSG00000225342	AC079630.4
ENSG00000188906	LRRK2
ENSG00000018236	CNTN1
ENSG00000165966	PDZRN4
ENSG00000257239	RP11-630C16.2
ENSG00000151233	GXYLT1
ENSG00000015153	YAF2
ENSG00000134283	PPHLN1
ENSG00000139168	ZCRB1
ENSG00000139174	PRICKLE1
ENSG00000257225	RP11-328C8.4
ENSG00000257373	RP11-547C5.2
ENSG00000129317	PUS7L
ENSG00000198001	IRAK4
ENSG00000151239	TWF1
ENSG00000139173	TMEM117
ENSG00000184613	NELL2
ENSG00000177119	ANO6
ENSG00000273015	RP11-352M15.2
ENSG00000189079	ARID2
ENSG00000139218	SCAF11
ENSG00000111371	SLC38A1
ENSG00000134294	SLC38A2
ENSG00000257261	RP11-96H19.1
ENSG00000257496	RP11-474P2.4
ENSG00000275481	RP11-474P2.6
ENSG00000272369	RP11-446N19.1
ENSG00000139209	SLC38A4
ENSG00000139211	AMIGO2
ENSG00000179715	PCED1B
ENSG00000258181	RP11-493L12.4
ENSG00000005175	RPAP3
ENSG00000257433	RP1-197B17.3
ENSG00000111405	ENDOU
ENSG00000079337	RAPGEF3
ENSG00000211584	SLC48A1
ENSG00000061273	HDAC7
ENSG00000268069	RP5-1057I20.4
ENSG00000111424	VDR
ENSG00000278385	RP11-89H19.2
ENSG00000134291	TMEM106C
ENSG00000079387	SENP1
ENSG00000152556	PFKM
ENSG00000177981	ASB8
ENSG00000177875	CCDC184
ENSG00000269514	RP11-370I10.12
ENSG00000167528	ZNF641
ENSG00000139223	ANP32D
ENSG00000177627	C12orf54
ENSG00000197376	OR8S1
ENSG00000139620	KANSL2
ENSG00000129315	CCNT1
ENSG00000174233	ADCY6
ENSG00000257660	RP11-579D7.4
ENSG00000167535	CACNB3
ENSG00000174243	DDX23
ENSG00000172602	RND1
ENSG00000272822	RP11-302B13.5
ENSG00000139537	CCDC65
ENSG00000134285	FKBP11
ENSG00000134287	ARF3
ENSG00000169884	WNT10B
ENSG00000257913	RP11-386G11.5
ENSG00000181929	PRKAG1
ENSG00000167548	KMT2D
ENSG00000167550	RHEBL1
ENSG00000139549	DHH
ENSG00000139636	LMBR1L
ENSG00000123416	TUBA1B
ENSG00000258017	RP11-386G11.10
ENSG00000167552	TUBA1A
ENSG00000167553	TUBA1C
ENSG00000258101	RP11-977B10.2
ENSG00000135406	PRPH
ENSG00000135451	TROAP
ENSG00000178401	DNAJC22
ENSG00000123352	SPATS2
ENSG00000135519	KCNH3
ENSG00000187778	MCRS1
ENSG00000110844	PRPF40B
ENSG00000161791	FMNL3
ENSG00000139644	TMBIM6
ENSG00000167566	NCKAP5L
ENSG00000258057	BCDIN3D-AS1
ENSG00000186666	BCDIN3D
ENSG00000135472	FAIM2
ENSG00000161798	AQP5
ENSG00000161800	RACGAP1
ENSG00000110881	ASIC1
ENSG00000066117	SMARCD1
ENSG00000167588	GPD1
ENSG00000178449	COX14
ENSG00000272368	RP4-605O3.4
ENSG00000139624	CERS5
ENSG00000050405	LIMA1
ENSG00000161813	LARP4
ENSG00000066084	DIP2B
ENSG00000123268	ATF1
ENSG00000185432	METTL7A
ENSG00000110911	SLC11A2
ENSG00000050426	LETMD1
ENSG00000110925	CSRNP2
ENSG00000135457	TFCP2
ENSG00000184271	POU6F1
ENSG00000183283	DAZAP2
ENSG00000170545	SMAGP
ENSG00000110934	BIN2
ENSG00000139610	CELA1
ENSG00000139629	GALNT6
ENSG00000050438	SLC4A8
ENSG00000196876	SCN8A
ENSG00000260122	RP11-923I11.3
ENSG00000278451	RP11-923I11.8
ENSG00000139567	ACVRL1
ENSG00000135503	ACVR1B
ENSG00000161835	GRASP
ENSG00000123358	NR4A1
ENSG00000259884	RP11-1100L3.8
ENSG00000123395	ATG101
ENSG00000257663	RP11-1100L3.7
ENSG00000167767	KRT80
ENSG00000135480	KRT7
ENSG00000170442	KRT86
ENSG00000205426	KRT81
ENSG00000185479	KRT6B
ENSG00000205420	KRT6A
ENSG00000186081	KRT5
ENSG00000170423	KRT78
ENSG00000170421	KRT8
ENSG00000111057	KRT18
ENSG00000063046	EIF4B
ENSG00000257337	RP11-983P16.4
ENSG00000111077	TNS2
ENSG00000167778	SPRYD3
ENSG00000167779	IGFBP6
ENSG00000139631	CSAD
ENSG00000139651	ZNF740
ENSG00000139626	ITGB7
ENSG00000172819	RARG
ENSG00000182544	MFSD5
ENSG00000135476	ESPL1
ENSG00000123349	PFDN5
ENSG00000257605	RP11-680A11.5
ENSG00000139637	C12orf10
ENSG00000094914	AAAS
ENSG00000185591	SP1
ENSG00000205352	PRR13
ENSG00000197111	PCBP2
ENSG00000139625	MAP3K12
ENSG00000270175	RP11-793H13.11
ENSG00000139546	TARBP2
ENSG00000267281	RP11-793H13.10
ENSG00000170653	ATF7
ENSG00000257550	RP11-793H13.3
ENSG00000135390	ATP5G2
ENSG00000012822	CALCOCO1
ENSG00000180806	HOXC9
ENSG00000037965	HOXC8
ENSG00000198353	HOXC4
ENSG00000172789	HOXC5
ENSG00000123415	SMUG1
ENSG00000250742	RP11-834C11.4
ENSG00000260470	RP11-834C11.11
ENSG00000094916	CBX5
ENSG00000135486	HNRNPA1
ENSG00000123405	NFE2
ENSG00000111481	COPZ1
ENSG00000258137	RP11-753H16.3
ENSG00000258086	RP11-753H16.5
ENSG00000139572	GPR84
ENSG00000161642	ZNF385A
ENSG00000161638	ITGA5
ENSG00000170627	GTSF1
ENSG00000123338	NCKAP1L
ENSG00000123360	PDE1B
ENSG00000135447	PPP1R1A
ENSG00000135426	TESPA1
ENSG00000258921	RP11-644F5.16
ENSG00000170439	METTL7B
ENSG00000135424	ITGA7
ENSG00000258311	RP11-644F5.10
ENSG00000135441	BLOC1S1
ENSG00000135437	RDH5
ENSG00000135404	CD63
ENSG00000258056	RP11-644F5.11
ENSG00000135414	GDF11
ENSG00000205323	SARNP
ENSG00000257390	RP11-762I7.5
ENSG00000123353	ORMDL2
ENSG00000135392	DNAJC14
ENSG00000123342	MMP19
ENSG00000170473	PYM1
ENSG00000065357	DGKA
ENSG00000185664	PMEL
ENSG00000123374	CDK2
ENSG00000111540	RAB5B
ENSG00000139531	SUOX
ENSG00000123411	IKZF4
ENSG00000197728	RPS26
ENSG00000065361	ERBB3
ENSG00000170515	PA2G4
ENSG00000257553	RP11-603J24.17
ENSG00000229117	RPL41
ENSG00000135482	ZC3H10
ENSG00000139641	ESYT1
ENSG00000196465	MYL6B
ENSG00000092841	MYL6
ENSG00000139613	SMARCC2
ENSG00000181852	RNF41
ENSG00000139579	NABP2
ENSG00000139540	SLC39A5
ENSG00000139645	ANKRD52
ENSG00000135469	COQ10A
ENSG00000062485	CS
ENSG00000257303	RP11-977G19.11
ENSG00000257740	RP11-977G19.12
ENSG00000257727	CNPY2
ENSG00000135473	PAN2
ENSG00000110944	IL23A
ENSG00000170581	STAT2
ENSG00000175336	APOF
ENSG00000111602	TIMELESS
ENSG00000135517	MIP
ENSG00000176422	SPRYD4
ENSG00000135423	GLS2
ENSG00000076067	RBMS2
ENSG00000076108	BAZ2A
ENSG00000110955	ATP5B
ENSG00000110958	PTGES3
ENSG00000196531	NACA
ENSG00000198056	PRIM1
ENSG00000025423	HSD17B6
ENSG00000139547	RDH16
ENSG00000166856	GPR182
ENSG00000166860	ZBTB39
ENSG00000166866	MYO1A
ENSG00000166881	NEMP1
ENSG00000166886	NAB2
ENSG00000166888	STAT6
ENSG00000123384	LRP1
ENSG00000182379	NXPH4
ENSG00000182199	SHMT2
ENSG00000185633	NDUFA4L2
ENSG00000185482	STAC3
ENSG00000179912	R3HDM2
ENSG00000258001	RP11-756H6.1
ENSG00000175189	INHBC
ENSG00000139269	INHBE
ENSG00000111087	GLI1
ENSG00000123329	ARHGAP9
ENSG00000166986	MARS
ENSG00000175197	DDIT3
ENSG00000166987	MBD6
ENSG00000175203	DCTN2
ENSG00000155980	KIF5A
ENSG00000166908	PIP4K2C
ENSG00000178498	DTX3
ENSG00000240771	ARHGEF25
ENSG00000135502	SLC26A10
ENSG00000135454	B4GALNT1
ENSG00000135506	OS9
ENSG00000257342	RP11-571M6.7
ENSG00000135439	AGAP2
ENSG00000255737	AGAP2-AS1
ENSG00000135452	TSPAN31
ENSG00000135446	CDK4
ENSG00000139266	MARCH9
ENSG00000111012	CYP27B1
ENSG00000037897	METTL1
ENSG00000123427	METTL21B
ENSG00000123297	TSFM
ENSG00000135407	AVIL
ENSG00000270039	RP11-571M6.17
ENSG00000175215	CTDSP2
ENSG00000257698	RP11-620J15.3
ENSG00000166896	XRCC6BP1
ENSG00000257259	RP11-767I20.1
ENSG00000139263	LRIG3
ENSG00000257443	RP11-150C16.1
ENSG00000118596	SLC16A7
ENSG00000198673	FAM19A2
ENSG00000135655	USP15
ENSG00000061987	MON2
ENSG00000221949	LINC01465
ENSG00000257354	RP11-631N16.2
ENSG00000275180	RP11-631N16.4
ENSG00000111110	PPM1H
ENSG00000166148	AVPR1A
ENSG00000177990	DPY19L2
ENSG00000249753	RP11-415I12.3
ENSG00000118600	TMEM5
ENSG00000196935	SRGAP1
ENSG00000174206	C12orf66
ENSG00000185306	C12orf56
ENSG00000184575	XPOT
ENSG00000277895	RP11-114F3.4
ENSG00000183735	TBK1
ENSG00000153179	RASSF3
ENSG00000256314	RP11-338E21.3
ENSG00000135677	GNS
ENSG00000111490	TBC1D30
ENSG00000174106	LEMD3
ENSG00000174099	MSRB3
ENSG00000250748	RP11-230G5.2
ENSG00000149948	HMGA2
ENSG00000139233	LLPH
ENSG00000155957	TMBIM4
ENSG00000090376	IRAK3
ENSG00000127311	HELB
ENSG00000155974	GRIP1
ENSG00000111530	CAND1
ENSG00000203585	RP11-542B15.1
ENSG00000127334	DYRK2
ENSG00000255733	IFNG-AS1
ENSG00000111537	IFNG
ENSG00000111536	IL26
ENSG00000127318	IL22
ENSG00000111554	MDM1
ENSG00000251301	RP11-81H14.2
ENSG00000273824	RP11-81H14.1
ENSG00000127314	RAP1B
ENSG00000247363	RP11-637A17.2
ENSG00000111581	NUP107
ENSG00000175782	SLC35E3
ENSG00000135679	MDM2
ENSG00000256325	RP11-611O2.1
ENSG00000257181	RP11-611O2.5
ENSG00000135678	CPM
ENSG00000111605	CPSF6
ENSG00000274979	RP11-1143G9.5
ENSG00000090382	LYZ
ENSG00000257764	RP11-1143G9.4
ENSG00000127337	YEATS4
ENSG00000166225	FRS2
ENSG00000166226	CCT2
ENSG00000247131	RP11-588G21.2
ENSG00000127328	RAB3IP
ENSG00000257815	LINC01481
ENSG00000111596	CNOT2
ENSG00000135643	KCNMB4
ENSG00000258168	RP11-588H23.3
ENSG00000127329	PTPRB
ENSG00000277247	RP11-785D18.3
ENSG00000153233	PTPRR
ENSG00000127324	TSPAN8
ENSG00000139292	LGR5
ENSG00000133858	ZFC3H1
ENSG00000173451	THAP2
ENSG00000139291	TMEM19
ENSG00000080371	RAB21
ENSG00000257410	RP11-2H8.2
ENSG00000121749	TBC1D15
ENSG00000139287	TPH2
ENSG00000072657	TRHDE
ENSG00000251138	RP11-81H3.2
ENSG00000253719	ATXN7L3B
ENSG00000180881	CAPS2
ENSG00000180481	GLIPR1L2
ENSG00000139278	GLIPR1
ENSG00000257497	RP11-585P4.5
ENSG00000111615	KRR1
ENSG00000139289	PHLDA1
ENSG00000257453	RP11-290L1.3
ENSG00000257839	RP11-290L1.2
ENSG00000187109	NAP1L1
ENSG00000257219	RP11-54A9.1
ENSG00000179941	BBS10
ENSG00000091039	OSBPL8
ENSG00000186908	ZDHHC17
ENSG00000175183	CSRP2
ENSG00000165891	E2F7
ENSG00000231121	RP1-34H18.1
ENSG00000258066	RP11-781A6.1
ENSG00000067798	NAV3
ENSG00000067715	SYT1
ENSG00000257894	RP1-78O14.1
ENSG00000177425	PAWR
ENSG00000058272	PPP1R12A
ENSG00000257557	RP11-84G21.1
ENSG00000111052	LIN7A
ENSG00000111058	ACSS3
ENSG00000139220	PPFIA2
ENSG00000133773	CCDC59
ENSG00000127720	METTL25
ENSG00000257431	RP11-263K4.3
ENSG00000179104	TMTC2
ENSG00000133640	LRRIQ1
ENSG00000198774	RASSF9
ENSG00000133636	NTS
ENSG00000182050	MGAT4C
ENSG00000165805	C12orf50
ENSG00000133641	C12orf29
ENSG00000198707	CEP290
ENSG00000139324	TMTC3
ENSG00000049130	KITLG
ENSG00000139318	DUSP6
ENSG00000274021	RP11-823E8.3
ENSG00000139323	POC1B
ENSG00000270344	RP11-734K2.4
ENSG00000070961	ATP2B1
ENSG00000271614	LINC00936
ENSG00000139329	LUM
ENSG00000011465	DCN
ENSG00000277738	RP11-693J15.6
ENSG00000133639	BTG1
ENSG00000245904	RP11-796E2.4
ENSG00000277851	RP11-756G20.1
ENSG00000257127	CLLU1
ENSG00000205056	RP11-693J15.5
ENSG00000187510	PLEKHG7
ENSG00000102189	EEA1
ENSG00000257345	RP11-511B23.1
ENSG00000257322	RP11-511B23.2
ENSG00000257252	RP11-486A14.2
ENSG00000173598	NUDT4
ENSG00000177889	UBE2N
ENSG00000198015	MRPL42
ENSG00000120833	SOCS2
ENSG00000169372	CRADD
ENSG00000136040	PLXNC1
ENSG00000258172	RP11-1105G2.4
ENSG00000173588	CEP83
ENSG00000278916	CEP83-AS1
ENSG00000057704	TMCC3
ENSG00000184752	NDUFA12
ENSG00000120798	NR2C1
ENSG00000180263	FGD6
ENSG00000028203	VEZT
ENSG00000111142	METAP2
ENSG00000136014	USP44
ENSG00000074527	NTN4
ENSG00000139343	SNRPF
ENSG00000139344	AMDHD1
ENSG00000084110	HAL
ENSG00000257878	RP11-256L6.3
ENSG00000111144	LTA4H
ENSG00000111145	ELK3
ENSG00000059758	CDK17
ENSG00000188596	CFAP54
ENSG00000139350	NEDD1
ENSG00000245017	RP11-181C3.1
ENSG00000257167	TMPO-AS1
ENSG00000120802	TMPO
ENSG00000075415	SLC25A3
ENSG00000166130	IKBIP
ENSG00000120868	APAF1
ENSG00000185046	ANKS1B
ENSG00000111647	UHRF1BP1L
ENSG00000075089	ACTR6
ENSG00000166153	DEPDC4
