gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
KRT85	936407	213	42	697502	203422	0	1	0	0	50	43	12850133	9.018998e-01	1
GPR114	749405	135	43	722978	221371	0	1	1	0	14	8	2731143	9.020093e-01	1
AGGF1	261159	333	30	1016531	255532	0	3	1	0	50	38	9293529	9.020785e-01	1
SNTG1	2777	1189	-32	745366	194930	0	3	1	0	28	33	4734290	9.021025e-01	1
TRAF1	645995	270	39	572245	165980	0	1	0	0	50	56	13089067	9.021474e-01	1
WDR53	1180405	156	30	487904	141469	0	1	0	0	50	50	10913185	9.021728e-01	1
PPP1R15A	1766061	211	34	899380	278885	0	4	1	0	4	4	1020584	9.022025e-01	1
ENTPD3	195830	611	18	742471	201299	0	4	3	0	33	30	4569854	9.022034e-01	1
PAQR6	2266205	211	33	659288	152470	0	1	1	0	50	62	12006144	9.022045e-01	1
MKS1	851306	401	14	820636	223880	0	2	1	0	15	13	3100931	9.022546e-01	1
SARM1	1407654	189	19	963649	314204	0	1	1	0	20	23	4444018	9.023183e-01	1
MOXD1	188578	673	1	863096	230056	0	2	0	0	40	31	9805365	9.023549e-01	1
ZNF805	NaN	NaN	NaN	872746	225038	0	2	0	0	50	99	21718290	9.025299e-01	1
RUSC2	1081620	300	28	2009130	651375	0	6	0	0	0	0	651375	9.025609e-01	1
MFSD3	1755818	291	7	520714	207089	0	1	4	0	7	9	1919385	9.026351e-01	1
MATK	2172842	204	36	738032	219055	0	1	2	0	50	42	12787601	9.026761e-01	1
WHAMM	476426	631	23	1103960	323854	0	2	1	0	22	13	3883932	9.027102e-01	1
PRSS54	742919	385	13	548120	151312	0	3	4	0	9	14	1500382	9.027105e-01	1
PTGIS	1117465	380	52	689010	203229	0	2	1	0	50	54	10592998	9.027815e-01	1
ERCC5	196444	475	33	1652852	442549	0	3	0	0	1	0	838778	9.028228e-01	1
DIS3	257535	685	2	1390951	362840	0	6	1	0	24	28	5588315	9.028998e-01	1
DMRTC2	1360684	454	23	495817	161927	0	1	1	0	50	50	10137325	9.029022e-01	1
ANAPC1	NaN	NaN	NaN	2742723	744594	0	14	2	0	38	76	16810107	9.029521e-01	1
CCDC88B	1610483	257	51	1982689	644234	0	11	3	0	15	31	5583490	9.029767e-01	1
IQGAP1	1142649	150	37	2357302	609494	0	6	5	0	50	82	14385834	9.030046e-01	1
WDR31	408268	248	31	523609	136451	0	1	0	0	50	52	11108501	9.030591e-01	1
TLK1	439214	379	38	1122488	282745	0	3	2	0	9	8	1656712	9.031336e-01	1
CLCNKB	886121	197	43	1015952	307642	0	3	2	0	50	46	10896394	9.031450e-01	1
CYP7B1	8894	1018	22	704257	187982	0	1	1	0	50	38	11469990	9.032028e-01	1
PARP3	1013177	370	39	760999	204194	0	2	2	0	50	58	10713816	9.032153e-01	1
PSMA2	163131	744	-6	334662	90903	0	1	2	0	3	3	532101	9.032458e-01	1
LOXL1	337765	439	34	769684	242987	0	1	1	0	50	38	11354769	9.032510e-01	1
ZNF142	1033606	269	43	2275084	673184	0	6	1	0	3	3	1585302	9.032650e-01	1
ATP9B	91487	731	13	1619077	443321	0	4	1	0	10	8	2947496	9.032657e-01	1
RGMB	141802	729	11	645392	195895	0	1	1	0	50	59	13539722	9.033291e-01	1
MEX3B	229948	844	-8	739769	252637	0	1	2	0	50	36	12029690	9.033294e-01	1
RXFP3	268032	863	8	612968	203422	0	2	2	0	50	63	10443037	9.033491e-01	1
PSMD6	161890	582	19	551208	143592	0	1	1	0	50	39	9664861	9.034778e-01	1
ACCSL	389604	680	1	804617	216160	0	1	0	0	19	12	3358972	9.034798e-01	1
GPR20	219865	239	41	459147	166752	0	1	1	0	50	55	10259494	9.035262e-01	1
ESPNL	428658	356	29	1315295	450655	0	1	0	0	5	1	1626411	9.035741e-01	1
RNF112	588566	414	6	734558	225424	0	3	5	0	5	7	1001284	9.036120e-01	1
NLGN3	759088	NaN	27	1141209	347400	0	2	1	0	47	56	13395744	9.036429e-01	1
LIG4	71759	952	-32	1257202	329258	0	5	1	0	32	36	6819076	9.036444e-01	1
DDX20	333198	440	25	1146999	309186	0	8	4	0	1	5	646743	9.036982e-01	1
FRS2	540769	350	7	698853	196860	0	1	0	0	36	33	9010205	9.037321e-01	1
SERPINA12	278548	858	13	575333	155944	0	1	2	0	32	28	5303833	9.038474e-01	1
SAMD1	1023789	215	34	568192	192614	0	1	1	0	50	38	8905985	9.038744e-01	1
DTX2	876888	220	58	846884	256111	0	2	1	0	50	46	10013998	9.039156e-01	1
GALNT13	21842	1035	-13	790528	200141	0	2	0	0	40	47	10660162	9.039193e-01	1
PPP2R3C	640994	321	45	662955	153435	0	1	0	0	20	13	4238087	9.041982e-01	1
SFMBT2	169112	363	12	1260676	340259	0	3	2	0	50	39	11374069	9.043218e-01	1
RASAL3	524410	481	33	1346368	450848	0	5	3	0	50	62	12807480	9.044146e-01	1
FBXO47	1256859	143	31	649638	160383	0	1	1	0	50	54	11978738	9.044480e-01	1
COL4A2	521715	478	32	2329124	755209	0	7	1	0	1	1	880659	9.044625e-01	1
FBXW10	752804	391	-6	1468923	389667	0	5	2	0	50	39	9342165	9.044736e-01	1
HYDIN	592186	723	1	7139456	1960687	0	18	3	0	9	8	3609293	9.045620e-01	1
ARHGAP28	241496	281	-28	878922	229284	0	4	0	0	18	21	3676650	9.047594e-01	1
LAT	1148899	257	51	423828	122169	0	1	2	0	7	9	1434569	9.047907e-01	1
GFPT1	481090	144	17	975615	250707	0	4	0	0	3	0	408967	9.047928e-01	1
NUP160	931839	158	14	2030167	548120	0	6	3	0	50	44	12425340	9.048175e-01	1
B3GNT1	1963418	182	55	550629	174279	0	1	2	0	50	51	11376578	9.048367e-01	1
PIF1	556478	205	50	854025	288921	0	1	1	0	50	28	10006664	9.049077e-01	1
BDP1	365874	516	16	3680124	967509	0	22	3	0	4	10	2080540	9.049641e-01	1
PAPPA2	39980	863	-10	2489507	701362	0	10	1	0	2	2	1056482	9.049677e-01	1
FBXL13	720636	510	30	1052043	266919	0	3	1	0	50	51	11720504	9.049716e-01	1
TMEM8A	1549307	207	37	1039691	329065	0	2	0	0	13	8	2789622	9.050150e-01	1
C17orf66	620019	235	8	811179	213072	0	1	0	0	20	21	6181790	9.050563e-01	1
EPHA8	407931	541	25	1442675	440812	0	5	3	0	13	20	4498251	9.050819e-01	1
KIAA1598	202512	533	-14	915785	219055	0	2	0	0	12	9	2635029	9.050849e-01	1
TSSK4	974559	220	41	466674	130275	0	1	2	0	14	13	2745618	9.051093e-01	1
VPS35	432970	253	-24	1132138	290465	0	4	1	0	50	62	12579547	9.051189e-01	1
FAM194A	359484	397	30	945314	240478	0	1	0	0	50	40	12989093	9.051379e-01	1
GPR179	1101194	504	10	3162112	975422	0	15	4	0	15	13	3744972	9.051678e-01	1
LHX1	625114	462	21	556612	160769	0	1	2	0	27	27	6077956	9.052054e-01	1
SV2B	457413	624	1	964035	249549	0	2	1	0	50	46	11031494	9.052627e-01	1
MC5R	131146	815	8	436952	129310	0	1	2	0	6	6	1423182	9.052827e-01	1
IPO4	974559	220	41	1488609	457989	0	4	2	0	48	44	12995462	9.053691e-01	1
HSD17B4	302141	472	27	1048376	285061	0	3	1	0	50	52	10207384	9.053786e-01	1
KIF12	244063	558	0	705222	220020	0	1	2	0	50	43	10110305	9.053818e-01	1
FANCM	234454	565	8	2879560	731663	0	13	4	0	3	5	1321471	9.054200e-01	1
PPCDC	887844	262	43	287570	80095	0	1	2	0	5	6	824689	9.054642e-01	1
ADARB2	284080	633	8	981405	324819	0	3	3	0	50	66	11131854	9.055014e-01	1
FAM35A	403850	144	27	1162053	306291	0	2	2	0	29	25	8290701	9.055048e-01	1
SPOPL	85990	638	15	567034	138767	0	1	2	0	32	32	6595389	9.055522e-01	1
IDUA	675007	256	45	881431	285833	0	1	0	0	5	3	1682188	9.055770e-01	1
DAXX	1456953	262	30	1029076	308993	0	4	2	0	7	8	1712875	9.056067e-01	1
CELSR3	1516147	212	41	4385732	1447693	0	17	7	0	50	58	13588551	9.057027e-01	1
HHATL	369022	329	34	698274	205545	0	1	1	0	50	44	10868795	9.058162e-01	1
DGCR2	474521	277	16	762157	215774	0	1	2	0	50	37	10842740	9.058184e-01	1
MSR1	53956	947	-48	661990	170612	0	2	1	0	50	50	9233506	9.059287e-01	1
ADAMTSL4	1475649	152	31	1476064	474008	0	6	0	0	0	0	474008	9.059368e-01	1
KRT14	1494501	323	11	649831	189140	0	1	0	0	20	29	5939575	9.059877e-01	1
DHPS	1975767	409	1	518784	144750	0	3	3	0	5	11	1362580	9.060978e-01	1
KYNU	48515	369	20	680132	175630	0	1	0	0	50	37	11211370	9.061033e-01	1
API5	349378	924	-23	748068	193965	0	2	1	0	50	58	11745015	9.061042e-01	1
HEATR6	972352	235	18	1623130	475166	0	6	4	0	27	25	5472322	9.061059e-01	1
VAV3	132139	554	-11	1245815	303010	0	6	2	0	10	12	2538915	9.061461e-01	1
SERPINA7	23303	NaN	21	573982	157874	0	1	2	0	12	8	2321790	9.062133e-01	1
SLC45A4	277190	239	57	1071922	332153	0	2	2	0	50	42	10949662	9.062921e-01	1
RHOBTB1	99491	403	-13	971369	260164	0	6	2	0	4	6	1149315	9.062961e-01	1
COBL	133439	509	-22	1698014	521872	0	6	4	0	8	10	2128597	9.063556e-01	1
IQSEC3	241073	592	27	1618112	512608	0	5	3	0	11	10	3131232	9.063785e-01	1
C1orf63	613835	460	36	389281	125450	0	1	2	0	8	7	1477994	9.064123e-01	1
KIAA0196	489847	520	25	1646097	431355	0	7	1	0	3	2	755595	9.064315e-01	1
OSTM1	303865	459	38	464744	129889	0	1	0	0	50	44	9018504	9.065363e-01	1
ALK	202198	882	19	2225097	655428	0	6	2	0	50	44	11580000	9.066058e-01	1
RRP12	892254	188	39	1805322	525732	0	8	2	0	50	56	11684220	9.067693e-01	1
SIPA1L3	688670	605	-17	2399376	739962	0	10	3	0	50	62	11432934	9.067769e-01	1
GLYCTK	1113485	229	49	705608	213844	0	1	1	0	50	42	11263866	9.068959e-01	1
IQCE	777967	226	44	977738	279850	0	1	0	0	38	32	11003509	9.069482e-01	1
FLYWCH1	1490697	189	48	961333	303203	0	1	0	0	11	7	3092439	9.070046e-01	1
ZNF629	1632278	158	61	1177493	338329	0	2	0	0	6	14	2820695	9.070777e-01	1
AQP1	402058	568	10	473429	152470	0	1	0	0	14	14	3186430	9.071084e-01	1
ATG7	184628	425	30	994722	269814	0	1	2	0	50	46	14058699	9.071777e-01	1
MAPK12	941692	217	60	520714	143978	0	1	0	0	50	46	8776096	9.071893e-01	1
OR9K2	341315	828	-2	448339	134714	0	1	2	0	17	16	3392940	9.072358e-01	1
SFXN1	184629	674	15	460112	124099	0	1	0	0	50	46	9287160	9.072415e-01	1
XRN1	502945	403	29	2447626	613547	0	6	2	0	2	6	1474520	9.073489e-01	1
ZNF703	587619	452	3	749805	279078	0	2	0	0	17	17	3778747	9.073795e-01	1
STAC2	1426821	212	31	573596	165208	0	1	1	0	50	52	10657267	9.074118e-01	1
THNSL2	180956	612	6	668166	192807	0	1	0	0	18	16	4388048	9.074300e-01	1
TESK1	1202125	248	37	823145	286798	0	2	2	0	50	52	11269270	9.074525e-01	1
KIF7	804572	319	27	1810147	566069	0	1	0	0	18	6	4864758	9.074931e-01	1
NFATC2IP	1189140	257	55	561051	185859	0	2	2	0	7	7	1256044	9.075277e-01	1
NEB	248944	641	13	12356053	2933600	0	31	5	0	0	5	2933600	9.075768e-01	1
SSX2IP	335727	572	-6	891081	207282	0	1	0	0	50	29	8679403	9.075942e-01	1
GPRIN2	NaN	NaN	NaN	595791	203808	0	1	0	0	50	99	21697060	9.075963e-01	1
PFKFB2	434877	155	24	752314	198404	0	1	1	0	22	17	5531573	9.076307e-01	1
MAPK6	583597	153	23	1009004	254374	0	2	0	0	29	23	6333488	9.076332e-01	1
SLC12A4	871877	158	52	1607497	464165	0	4	5	0	50	70	13001445	9.076477e-01	1
CAPN2	528883	407	2	1007460	259392	0	2	1	0	50	44	11112168	9.076917e-01	1
GIPR	950605	194	45	643269	198018	0	1	4	0	7	10	1423375	9.078177e-01	1
WDR33	605495	187	43	2032097	574561	0	9	2	0	7	7	1891979	9.078243e-01	1
ACSM2B	166410	726	-6	809056	225038	0	1	0	0	5	1	1015952	9.078319e-01	1
ACSBG1	421357	314	52	1009004	281587	0	2	0	0	9	4	1523349	9.079057e-01	1
PRDM8	60915	903	-4	908837	296641	0	1	2	0	50	40	11218125	9.079339e-01	1
CABP1	1678287	311	38	595984	196088	0	1	1	0	50	46	11001772	9.079364e-01	1
RFX7	204396	432	-2	1986935	569350	0	2	2	0	50	38	11734400	9.079511e-01	1
RASGRP4	1459788	221	4	930260	277534	0	2	2	0	50	44	10565785	9.079675e-01	1
NONO	728362	NaN	26	667780	175244	0	1	0	0	50	61	15587066	9.079815e-01	1
ADCK4	1022809	201	31	752893	226196	0	2	1	0	35	40	7280346	9.080138e-01	1
DCST2	1654795	214	40	1056868	323468	0	2	2	0	50	56	13424694	9.080349e-01	1
SLC6A8	1716845	NaN	44	875062	257462	0	2	1	0	50	49	10356766	9.080406e-01	1
PCK2	992350	355	19	911925	274446	0	1	0	0	26	17	6299520	9.080566e-01	1
F9	69360	NaN	0	654849	165015	0	1	0	0	50	46	12078519	9.081155e-01	1
FEZ2	451487	318	-3	542909	138574	0	1	0	0	50	55	11461884	9.081284e-01	1
CYBB	105298	NaN	9	804424	216353	0	2	0	0	50	62	13384743	9.081510e-01	1
COL9A2	627703	373	18	954964	316520	0	1	0	0	38	29	8615906	9.081551e-01	1
GRIPAP1	834590	NaN	41	1231340	320380	0	4	1	0	50	57	11771456	9.081937e-01	1
UTRN	183454	750	11	4903358	1231726	0	30	9	0	14	17	3728953	9.082040e-01	1
FBXO24	1651125	242	60	865798	255146	0	1	1	0	20	20	3641138	9.082240e-01	1
SP2	1127646	178	25	821601	258813	0	1	1	0	16	20	3210362	9.082253e-01	1
KCMF1	926772	202	23	528627	148803	0	2	0	0	3	1	442356	9.083038e-01	1
SLC22A23	465372	453	27	923119	291044	0	3	1	0	5	3	740541	9.083082e-01	1
HPS6	1018634	187	38	977159	371911	0	2	1	0	38	31	8562252	9.083534e-01	1
PPME1	628196	280	38	558349	145136	0	1	0	0	50	45	10070161	9.084371e-01	1
DENND2D	400425	627	41	666815	178525	0	1	1	0	50	43	11105606	9.085111e-01	1
NT5C2	562038	150	47	813495	202071	0	2	2	0	32	28	6039549	9.085668e-01	1
TACR2	704483	285	50	540400	161927	0	1	0	0	50	50	9387327	9.086373e-01	1
LPIN3	383021	309	5	1174212	349716	0	2	1	0	50	47	13663242	9.086763e-01	1
OR6C74	411183	816	-1	418038	125064	0	1	1	0	14	13	2420220	9.086905e-01	1
SLC26A1	675007	256	45	942033	340452	0	1	0	0	5	3	1682188	9.087623e-01	1
CDC20B	222731	430	2	729154	199562	0	1	2	0	11	10	2849066	9.088310e-01	1
RIC8A	1463610	437	24	731084	224266	0	1	1	0	6	3	1373581	9.090681e-01	1
HACE1	108074	924	-9	1299083	334855	0	3	0	0	2	2	911732	9.091120e-01	1
ADRA2A	285613	547	-1	602160	207282	0	1	2	0	50	40	9678950	9.091138e-01	1
ABCF3	1460188	257	49	996073	283517	0	2	2	0	50	45	11235688	9.091757e-01	1
IRF3	1733181	195	36	583439	177367	0	1	1	0	11	15	2678068	9.092217e-01	1
ZNF732	NaN	NaN	NaN	822952	197825	0	2	1	0	50	100	21691077	9.092667e-01	1
ACP2	1274054	198	38	601195	176402	0	1	1	0	50	51	9976942	9.092964e-01	1
PLK2	125347	446	5	968860	252830	0	3	0	0	13	9	2115859	9.093088e-01	1
SMYD2	465993	505	-11	628408	152084	0	1	0	0	50	50	12483626	9.093515e-01	1
CCNT2	288841	434	22	1027725	261708	0	3	1	0	50	47	11469604	9.093728e-01	1
SNIP1	445473	274	30	540207	157488	0	1	0	0	50	66	11382368	9.094556e-01	1
OSCAR	767094	317	-50	436566	152856	0	1	1	0	16	21	3367850	9.094819e-01	1
COL6A2	742075	538	10	1556352	466674	0	5	5	0	10	8	1764213	9.095144e-01	1
MICALL2	706729	345	23	1225743	383298	0	4	1	0	4	5	1399443	9.095381e-01	1
KIRREL	120128	589	13	1034480	314590	0	7	3	0	2	4	664885	9.095637e-01	1
RBMS2	2807863	166	57	580158	158646	0	1	1	0	50	62	14163112	9.095665e-01	1
LBP	563754	350	47	676851	193965	0	1	1	0	50	46	12402373	9.095693e-01	1
CYP4F12	865205	605	21	738418	201878	0	3	3	0	3	11	1741053	9.096440e-01	1
PPP1R3F	547555	NaN	25	1035638	362068	0	1	1	0	50	28	11162927	9.096575e-01	1
THRB	370625	518	-12	654077	166945	0	1	0	0	50	44	12513155	9.096587e-01	1
ASAP3	1050777	159	29	1279783	359366	0	4	2	0	50	57	10034842	9.096835e-01	1
SLC9A5	1155617	142	51	1218602	375385	0	2	2	0	50	30	10399419	9.097005e-01	1
ALPK1	185655	467	42	1731982	465323	0	5	1	0	15	22	5930504	9.097103e-01	1
BEGAIN	402460	304	5	798248	247426	0	1	3	0	25	31	7305436	9.097255e-01	1
PSKH2	191789	1214	-25	521100	152856	0	1	1	0	50	66	12668906	9.097567e-01	1
ACTR1B	362146	520	25	525539	152470	0	1	1	0	50	72	13896386	9.098200e-01	1
SYT3	612522	593	35	788019	259392	0	1	1	0	50	49	12734719	9.099130e-01	1
ATP11B	228613	559	16	1676591	436759	0	7	1	0	11	12	2988991	9.100924e-01	1
OSMR	193286	381	-10	1403689	358787	0	5	0	0	0	0	358787	9.101280e-01	1
GPR180	149137	803	14	621460	164243	0	1	1	0	50	46	9447157	9.101415e-01	1
TBCD	651944	456	14	1679872	480377	0	5	5	0	8	11	1910314	9.101711e-01	1
ITGB7	1703142	191	52	1095661	324626	0	2	0	0	7	6	2200972	9.102235e-01	1
SLAMF9	812025	365	13	411862	98816	0	1	1	0	50	56	9408750	9.104102e-01	1
C9orf171	1522970	492	36	440233	132398	0	2	3	0	5	8	1032743	9.104213e-01	1
CA4	973133	347	10	438689	122362	0	2	2	0	48	56	6656184	9.104255e-01	1
DBNL	1096873	226	52	627829	165401	0	1	2	0	49	49	11741348	9.104429e-01	1
INPP1	682366	401	33	550629	155751	0	1	1	0	50	51	10697604	9.104863e-01	1
ERMP1	314189	313	25	1247938	357629	0	2	1	0	10	11	3615855	9.105174e-01	1
GFRA3	1219794	273	43	552173	160576	0	1	1	0	50	68	15198943	9.107075e-01	1
XKR3	106864	720	-97	638637	167331	0	1	1	0	50	55	12037410	9.108622e-01	1
SPIRE2	1220713	219	43	976966	298571	0	5	3	0	4	8	1429358	9.108813e-01	1
BCL6	88374	374	24	974071	272516	0	1	0	0	50	30	11129538	9.109316e-01	1
DLGAP4	874457	360	46	1399829	418231	0	4	1	0	50	64	14952868	9.109431e-01	1
ZC3H12C	137968	266	8	1216093	332153	0	2	0	0	8	5	2075908	9.110191e-01	1
AKAP12	340429	383	11	2422536	697116	0	3	3	0	50	18	11332188	9.110279e-01	1
EXOC7	1611239	218	22	1044902	278692	0	3	2	0	50	58	13053748	9.110918e-01	1
ZNF266	408298	705	-45	770842	193772	0	3	0	0	15	16	2980306	9.111096e-01	1
WNT11	265144	359	38	482114	143785	0	1	0	0	50	57	9899742	9.112063e-01	1
SNAPC2	952640	320	27	436373	155944	0	1	3	0	18	26	4190609	9.113058e-01	1
NXF3	456169	NaN	16	783387	185859	0	1	0	0	32	25	7751845	9.113471e-01	1
TRAPPC9	327071	689	16	1718858	499291	0	5	1	0	27	26	7326473	9.114703e-01	1
ZNF787	565708	480	-66	510292	161348	0	1	0	0	50	90	15565064	9.114783e-01	1
TOB1	1152451	161	15	474008	128152	0	3	3	0	6	9	981212	9.115012e-01	1
PRPS1	226650	NaN	57	444672	123327	0	2	2	0	5	9	1349070	9.115281e-01	1
COL10A1	NaN	NaN	NaN	870044	317485	0	2	1	0	50	100	21810737	9.115609e-01	1
EVL	453415	234	27	595212	163857	0	2	0	0	8	5	988739	9.115958e-01	1
SI	13371	1355	-23	2622484	660446	0	12	3	0	10	13	3018134	9.116541e-01	1
DIO2	47674	533	-44	421705	124871	0	1	0	0	1	0	346435	9.116888e-01	1
PIP4K2C	1347795	303	44	594826	161348	0	1	1	0	50	67	16055477	9.118308e-01	1
ELTD1	74049	903	-17	979861	252830	0	5	4	0	3	6	1079449	9.118406e-01	1
GLI1	1347802	194	32	1476450	471885	0	6	2	0	8	6	1804550	9.119080e-01	1
LCK	1427362	210	43	719118	195123	0	2	3	0	13	18	3352217	9.119210e-01	1
KRT74	1280474	464	36	728189	212107	0	1	1	0	39	42	9015416	9.119589e-01	1
SUMF1	155099	172	10	519556	151505	0	1	2	0	36	36	7720193	9.121447e-01	1
PLCG2	217457	451	36	1821341	451813	0	4	2	0	50	59	12493662	9.122797e-01	1
USP49	429516	341	40	859043	263638	0	2	2	0	21	19	5146538	9.123036e-01	1
DDX41	1120311	347	41	880273	240092	0	2	1	0	50	49	10806649	9.123280e-01	1
RORA	231490	883	13	966544	244724	0	2	1	0	50	46	10561925	9.123543e-01	1
ABCB4	225315	837	8	1798181	501028	0	6	1	0	3	2	1090836	9.123627e-01	1
BCAN	1851672	180	37	1258939	397001	0	4	2	0	50	53	12726806	9.124314e-01	1
SETDB2	413604	343	39	1026374	254374	0	4	0	0	6	9	2214096	9.124886e-01	1
VLDLR	192846	541	-1	1252763	307063	0	1	0	0	4	0	1025216	9.125068e-01	1
GPATCH4	2049505	180	37	549278	131626	0	1	0	0	50	48	10341712	9.125133e-01	1
KIR2DL3	1155455	625	-10	478640	132784	0	1	0	0	50	85	13010709	9.125679e-01	1
NNT	439246	597	0	1483398	453357	0	4	1	0	34	29	7795463	9.126154e-01	1
PHAX	235652	347	15	556033	140504	0	1	1	0	50	43	10262775	9.126430e-01	1
PROX2	884998	232	41	798827	238162	0	1	1	0	50	55	14249190	9.126736e-01	1
PVR	749323	335	-51	581316	176595	0	2	0	0	15	21	3182956	9.128702e-01	1
CWH43	246165	439	49	983142	267498	0	2	2	0	50	56	13965673	9.129262e-01	1
TMPRSS3	339928	400	80	676465	188561	0	2	1	0	50	45	10504604	9.129809e-01	1
FZD4	195696	281	-12	725680	211142	0	1	0	0	50	56	13152371	9.129902e-01	1
KRT34	1321356	424	-6	604669	169454	0	1	1	0	50	39	9147428	9.130707e-01	1
PLAGL1	358761	422	8	620302	187982	0	1	0	0	50	42	11171612	9.130778e-01	1
MTMR3	752285	253	29	1679486	462814	0	5	0	0	3	5	1410637	9.131045e-01	1
CD151	1799017	232	51	356857	100553	0	1	0	0	7	9	1489960	9.131253e-01	1
MTR	407246	773	-13	1798374	474780	0	4	1	0	20	17	4096618	9.131396e-01	1
TRAPPC10	860750	202	62	1759195	480377	0	10	8	0	9	14	2008358	9.131491e-01	1
ZNF595	NaN	NaN	NaN	891274	241250	0	2	0	0	50	99	21734502	9.132244e-01	1
MSN	325257	NaN	47	826426	205352	0	1	1	0	50	48	11670131	9.132994e-01	1
PCNX	262398	420	40	3227153	921961	0	9	1	0	3	2	1267624	9.135563e-01	1
ZNF154	680410	849	-50	609301	156137	0	1	1	0	50	48	9769853	9.135731e-01	1
RINL	1989663	219	30	609301	196088	0	1	0	0	50	55	11842094	9.135821e-01	1
HELB	237928	773	5	1521226	398738	0	5	0	0	1	0	545418	9.137025e-01	1
GPC1	409918	407	20	756367	233144	0	1	2	0	50	40	11902117	9.137154e-01	1
TAF1A	228041	467	-2	657937	148610	0	1	1	0	50	45	11171226	9.137660e-01	1
ADAM9	389317	428	22	1171703	302431	0	5	0	0	1	0	419968	9.138146e-01	1
ZNF134	532349	849	-37	601195	146873	0	1	0	0	50	39	9231576	9.138149e-01	1
GPR37	34802	462	-24	809056	259778	0	2	1	0	50	45	9310320	9.139731e-01	1
C17orf104	1297937	254	27	1323015	348558	0	4	1	0	50	41	10729256	9.140522e-01	1
ZBTB43	247985	252	46	647322	167910	0	1	0	0	50	46	11208668	9.140576e-01	1
ZNF823	904926	521	-1	858464	209791	0	5	0	0	22	27	3920988	9.140944e-01	1
GPRASP1	123687	NaN	23	1918613	506239	0	2	2	0	50	27	8613397	9.140980e-01	1
DUOXA1	667418	544	27	707538	206124	0	1	1	0	50	67	14954991	9.141206e-01	1
SPATA16	222219	577	-15	811951	201299	0	1	0	0	50	33	10634686	9.141212e-01	1
P2RX5	504736	354	20	598879	162506	0	1	1	0	50	50	12683381	9.141392e-01	1
DCAF11	992350	355	19	773351	209212	0	1	1	0	50	47	11535417	9.141406e-01	1
WDR91	464513	594	20	1039112	293746	0	5	5	0	20	20	3468017	9.141961e-01	1
CRY1	169569	473	18	826812	219441	0	1	1	0	50	35	11036512	9.143132e-01	1
SLC16A5	1311590	159	28	676658	213844	0	2	3	0	14	19	3599064	9.145025e-01	1
MS4A3	336373	691	4	300308	87043	0	3	2	0	2	2	249935	9.145434e-01	1
CCR9	222879	519	54	510099	137223	0	1	1	0	21	19	4353115	9.145690e-01	1
PSEN2	428197	373	1	623776	179297	0	1	0	0	50	43	9630507	9.146595e-01	1
NLGN4X	13333	NaN	-22	1111101	317292	0	2	2	0	50	92	14954991	9.146652e-01	1
CD27	2702142	198	50	365156	99781	0	2	2	0	3	4	524767	9.146714e-01	1
PSD2	714699	223	64	1061693	311695	0	4	0	0	3	1	681097	9.147318e-01	1
CST9L	189307	772	-47	208054	53654	0	2	2	0	2	4	322503	9.148802e-01	1
ZP2	402663	575	41	1055710	282938	0	3	2	0	4	5	1004179	9.148966e-01	1
KIF20B	202048	401	23	2560724	606406	0	8	5	0	34	31	7720000	9.149026e-01	1
CAPN1	3317462	168	54	1014601	275411	0	2	5	0	11	16	2518650	9.149340e-01	1
MEPCE	1479297	186	60	900731	304747	0	1	1	0	45	28	8882053	9.149548e-01	1
ZNF256	1252385	750	-19	878150	218476	0	3	3	0	17	18	3931603	9.150202e-01	1
EPO	1483965	336	46	260550	85692	0	1	2	0	2	11	1271291	9.150527e-01	1
SLC35E1	815495	258	44	550050	176595	0	1	0	0	50	49	11371946	9.151190e-01	1
DTX3	1338867	303	48	462042	152277	0	3	3	0	2	4	632847	9.152698e-01	1
BTNL3	893236	602	29	648866	178525	0	1	1	0	50	55	12899155	9.153426e-01	1
TOM1	362269	241	-24	689782	200720	0	2	0	0	41	53	9482862	9.154984e-01	1
DDR1	2223866	223	25	1250833	386579	0	3	1	0	16	15	4108198	9.155158e-01	1
FAM98B	97405	643	-15	643269	183543	0	1	0	0	50	54	13365443	9.155934e-01	1
HS3ST4	36636	1012	-35	602353	193772	0	2	1	0	24	47	6602530	9.156163e-01	1
TMEM151A	2133752	236	53	606599	210370	0	1	1	0	50	57	13272417	9.156650e-01	1
KIAA0513	517155	273	32	590194	150926	0	1	2	0	50	45	10291532	9.157085e-01	1
ZNF546	1181917	521	22	1178265	287184	0	5	0	0	2	2	806161	9.158174e-01	1
GDF9	702301	200	62	617214	175437	0	1	2	0	23	14	3803451	9.160430e-01	1
KIAA1033	237030	387	34	1702260	412248	0	8	1	0	8	4	1312400	9.160653e-01	1
EHD2	812020	262	36	735523	220985	0	6	4	0	3	6	798248	9.160820e-01	1
KIF24	596029	186	43	1872100	533645	0	5	4	0	50	44	11967544	9.160839e-01	1
DEPDC5	557139	336	19	2278172	600037	0	9	1	0	0	1	600037	9.160997e-01	1
PPP5C	1079866	357	39	715644	181806	0	1	1	0	50	51	9773134	9.161209e-01	1
TLR1	310020	437	58	1086397	282938	0	3	0	0	34	40	9175220	9.161850e-01	1
COL24A1	263693	863	-12	2408254	708503	0	9	3	0	37	34	8767604	9.162291e-01	1
CPB1	276750	681	-16	589615	160769	0	1	1	0	50	61	12894523	9.162624e-01	1
