Agent names	Target genes
LY310762	HTR1D
LY320135	CNR1
LY344864	HTR1A
LY344864	HTR1B
LY344864	HTR1D
LY344864	HTR1E
LY344864	HTR1F
LY344864	HTR2A
LY344864	HTR2B
LY344864	HTR2C
LY344864	HTR7
LY364947	TGFBR1
LY393558	HTR1B
LY393558	HTR1D
LY393558	HTR2A
LY393558	HTR2B
LY-404187	GRIA1
LY-404187	GRIA2
LY-404187	GRIA3
LY-404187	GRIA4
LY456236	GRM1
lylamine	CNR1
lypressin	AVPR1A
lypressin	AVPR1B
lypressin	AVPR2
M-14157	KCNQ1
M-25	DHH
M-25	IHH
M-25	SMO
m-3M3FBS	PLCB2
m-3M3FBS	PLCB3
m-3M3FBS	PLCD1
m-3M3FBS	PLCG1
m-3M3FBS	PLCG2
M8-B	TRPM8
mabuterol	ADRB2
macitentan	EDNRA
macitentan	EDNRB
mafenide	CA12
mafenide	CA14
mafenide	CA2
mafenide	CA4
mafenide	CA6
mafenide	CA9
magnolol	GABRA1
magnolol	PPARG
malathion	ACHE
malathion	BCHE
malic-acid	CS
malic-acid	ME2
malic-acid	PKD2L1
manidipine	CACNA1C
manidipine	CACNA1D
maprotiline	ADRA1A
maprotiline	ADRA1B
maprotiline	ADRA1D
maprotiline	ADRA2A
maprotiline	ADRA2B
maprotiline	ADRA2C
maprotiline	CHRM1
maprotiline	CHRM2
maprotiline	CHRM3
maprotiline	CHRM4
maprotiline	CHRM5
maprotiline	DRD2
maprotiline	HRH1
maprotiline	HTR2A
maprotiline	HTR2C
maprotiline	HTR7
maprotiline	SLC6A2
maraviroc	CCR5
maribavir	PYGM
marimastat	MMP1
marimastat	MMP10
marimastat	MMP11
marimastat	MMP12
marimastat	MMP13
marimastat	MMP14
marimastat	MMP15
marimastat	MMP16
marimastat	MMP17
marimastat	MMP19
marimastat	MMP2
marimastat	MMP20
marimastat	MMP21
marimastat	MMP23A
marimastat	MMP24
marimastat	MMP25
marimastat	MMP26
marimastat	MMP27
marimastat	MMP28
marimastat	MMP3
marimastat	MMP7
marimastat	MMP8
marimastat	MMP9
maropitant	TACR1
masitinib	FGFR3
masitinib	KIT
masitinib	PDGFRA
masitinib	PDGFRB
masoprocol	ALOX5
matrine	OPRK1
mavoglurant	GRM5
maxacalcitol	VDR
mazindol	SLC6A2
mazindol	SLC6A3
mazindol	SLC6A4
MBX-2982	GPR119
MC-1	AADAT
MC-1	ABAT
MC-1	AGXT
MC-1	AGXT2
MC-1	ALAS1
MC-1	AZIN2
MC-1	BCAT1
MC-1	BCAT2
MC-1	CBS
MC-1	CCBL1
MC-1	CCBL2
MC-1	CSAD
MC-1	CTH
MC-1	DDC
MC-1	FTCD
MC-1	GAD1
MC-1	GAD2
MC-1	GADL1
MC-1	GCAT
MC-1	GLDC
MC-1	GOT1
MC-1	GOT2
MC-1	GPT
MC-1	GPT2
MC-1	HDC
MC-1	IGSF10
MC-1	KYNU
MC-1	MOCOS
MC-1	NFS1
MC-1	OAT
MC-1	ODC1
MC-1	PDXDC1
MC-1	PDXP
MC-1	PHYKPL
MC-1	PNPO
MC-1	PROSC
MC-1	PSAT1
MC-1	PYGB
MC-1	PYGL
MC-1	PYGM
MC-1	SCLY
MC-1	SDS
MC-1	SDSL
MC-1	SEPSECS
MC-1	SGPL1
MC-1	SHMT1
MC-1	SHMT2
MC-1	SPTLC1
MC-1	SPTLC2
MC-1	SPTLC3
MC-1	SRR
MC-1	TAT
MC-1	THNSL1
MC1568	HDAC2
MCC950	NLRP3
m-Chlorophenylbiguanide	HTR3A
m-Chlorophenylbiguanide	HTR3B
MCOPPB	OPRL1
mCPP	HTR1A
mCPP	HTR1D
mCPP	HTR1E
mCPP	HTR2A
mCPP	HTR2B
mCPP	HTR2C
mCPP	HTR6
MD-920	AADACL2
mdivi-1	DNM1
MDL-11939	HTR2A
MDL-11939	HTR2B
MDL-11939	HTR2C
MDL-29951	FBP1
MDL-72832	HTR1A
MDL-73005EF	HTR1A
ME0328	PARP3
ME-0328	PARP3
mebendazole	TUBA1A
mebendazole	TUBB
mebendazole	TUBB4B
mebeverine	CHRM1
mecamylamine	CHRNA1
mecamylamine	CHRNA2
mecamylamine	CHRNA3
mecamylamine	CHRNA4
mecamylamine	CHRNA6
mecamylamine	CHRNA7
meclinertant	NTSR1
meclinertant	NTSR2
meclizine	HRH1
meclizine	NR1I3
meclofenamic-acid	ALOX5
meclofenamic-acid	CNR1
meclofenamic-acid	KCNQ2
meclofenamic-acid	KCNQ3
meclofenamic-acid	PTGS1
meclofenamic-acid	PTGS2
medetomidine	ADRA1A
medetomidine	ADRA1B
medetomidine	ADRA1D
medetomidine	ADRA2A
medetomidine	ADRA2B
medetomidine	ADRA2C
medica-16	FFAR1
medroxyprogesterone	ESR1
medroxyprogesterone	PGR
medrysone	NR3C1
mefenamic-acid	KCNQ1
mefenamic-acid	PTGS1
mefenamic-acid	PTGS2
mefenamic-acid	TRPM3
mefloquine	ADORA2A
mefloquine	HBA1
megestrol-acetate	NR3C1
megestrol-acetate	PGR
meglitinide	CCR2
meglutol	HMGCR
meisoindigo	STAT3
MEK1-2-inhibitor	MAP2K2
MEK162	MAP2K1
MEK162	MAP2K2
melatonin	ASMT
melatonin	CALM1
melatonin	CALR
melatonin	EPX
melatonin	ESR1
melatonin	HTR2B
melatonin	MPO
melatonin	MTNR1A
melatonin	MTNR1B
melatonin	NQO2
melatonin	RORB
meldonium	BBOX1
melevodopa	DDC
meloxicam	PTGS1
meloxicam	PTGS2
melperone	DRD2
melperone	HTR2A
melphalan-n-oxide	HIF1A
memantine	CHRFAM7A
memantine	DRD2
memantine	GRIN1
memantine	GRIN2A
memantine	GRIN2B
memantine	GRIN3A
memantine	HTR3A
menadione	AOX1
menadione	BGLAP
menadione	F10
menadione	F2
menadione	F7
menadione	F9
menadione	GGCX
menadione	NQO1
menadione	NQO2
menadione	PROC
menadione	PROS1
menadione	PROZ
menadione	VKORC1
menadione	VKORC1L1
menadione-bisulfite	GGCX
menadione-bisulfite	VKORC1
menadione-bisulfite	VKORC1L1
mepacrine	PLA2G1B
mepacrine	PLA2G4A
mepacrine	PLA2G6
mepacrine	PLCL1
mepazine	MALT1
mepenzolate	CHRM1
mepenzolate	CHRM3
mephentermine	ADRA1A
mephentermine	ADRA1B
mephentermine	ADRA1D
mephentermine	ADRA2A
mephentermine	ADRA2B
mephentermine	ADRA2C
mephentermine	ADRB1
mephentermine	ADRB2
mephentermine	ADRB3
mephenytoin	SCN10A
mephenytoin	SCN11A
mephenytoin	SCN1A
mephenytoin	SCN2A
mephenytoin	SCN3A
mephenytoin	SCN4A
mephenytoin	SCN5A
mephenytoin	SCN7A
mephenytoin	SCN8A
mephenytoin	SCN9A
mepivacaine	SCN10A
meprednisone	NR3C1
meprobamate	GABRA1
meprobamate	GABRA2
meprobamate	GABRA3
meprobamate	GABRA4
meprobamate	GABRA5
meprobamate	GABRA6
meprobamate	GABRB1
meprobamate	GABRB2
meprobamate	GABRB3
meprobamate	GABRD
meprobamate	GABRE
meprobamate	GABRG1
meprobamate	GABRG2
meprobamate	GABRG3
meprobamate	GABRP
meprobamate	GABRQ
meptazinol	BCHE
mepyramine	HRH1
mequinol	TYR
merbarone	TOP2A
mercaptopurine	HPRT1
mercaptopurine	IMPDH1
mercaptopurine	IMPDH2
mercaptopurine	PPAT
merimepodib	IMPDH1
mesalazine	ALOX5
mesalazine	CHUK
mesalazine	IKBKB
mesalazine	MPO
mesalazine	PPARG
mesalazine	PTGS1
mesalazine	PTGS2
mesoridazine	DRD2
mesoridazine	HTR2A
mestinon	ACHE
mestinon	BCHE
mestranol	ESR1
mesulergine	HTR2A
mesulergine	HTR2B
mesulergine	HTR2C
mesulergine	HTR3A
mesulergine	HTR3B
mesulergine	HTR6
mesulergine	HTR7
metacresol	INS
metafolin	AMT
metamizole	PTGS1
metaproterenol	ADRB2
metaraminol	ADRA1A
metatinib	ABL1
metatinib	BCR
metazosin	ADRA1A
metenkephalin	OPRD1
metergoline	HTR1A
metergoline	HTR1B
metergoline	HTR1D
metergoline	HTR1E
metergoline	HTR1F
metergoline	HTR2A
metergoline	HTR2B
metergoline	HTR2C
metergoline	HTR5A
metergoline	HTR6
metergoline	HTR7
metformin	ACACB
metformin	PRKAB1
methacholine	CHRM2
methacholine	CHRM3
methacholine	CHRM4
methanesulfonyl-fluoride	ACHE
methantheline	CHRM1
methantheline	HRH2
methapyrilene	HRH1
metharbital	CHRNA4
metharbital	CHRNA7
metharbital	GABRA1
metharbital	GABRA2
metharbital	GABRA3
metharbital	GABRA4
metharbital	GABRA5
metharbital	GABRA6
metharbital	GABRB1
metharbital	GABRB2
metharbital	GABRB3
metharbital	GABRD
metharbital	GABRE
metharbital	GABRG1
metharbital	GABRG2
metharbital	GABRG3
metharbital	GABRP
metharbital	GABRQ
metharbital	GRIA2
metharbital	GRIK2
methazolamide	CA1
methazolamide	CA12
methazolamide	CA14
methazolamide	CA2
methazolamide	CA4
methazolamide	CA7
methimazole	TPO
methionine	BHMT
methionine	BHMT2
methionine	METAP2
methionine	MTR
methionine	MTRR
methiopril	ACE
methocarbamol	CA1
methotrexate	DHFR
methoxamine	ADRA1A
methoxamine	ADRA1B
methoxamine	ADRA1D
methoxsalen	CYP1A1
methoxsalen	CYP1A2
methoxsalen	CYP2A13
methoxsalen	CYP2A6
methoxsalen	CYP3A4
methoxyamine	APEX1
methoxyflurane	ATP2C1
methoxyflurane	ATP5D
methoxyflurane	GABRA1
methoxyflurane	GABRA2
methoxyflurane	GABRA3
methoxyflurane	GABRA4
methoxyflurane	GABRA5
methoxyflurane	GABRA6
methoxyflurane	GABRB1
methoxyflurane	GABRB2
methoxyflurane	GABRB3
methoxyflurane	GABRD
methoxyflurane	GABRE
methoxyflurane	GABRG1
methoxyflurane	GABRG2
methoxyflurane	GABRG3
methoxyflurane	GABRP
methoxyflurane	GABRQ
methoxyflurane	GLRA1
methoxyflurane	GLRB
methoxyflurane	GRIA1
methoxyflurane	KCNA1
methoxyflurane	MT-ND1
methscopolamine	CHRM1
methscopolamine	CHRM2
methscopolamine	CHRM3
methsuximide	CACNA1G
methsuximide	CACNA1H
methsuximide	CACNA1I
methyclothiazide	CA1
methyclothiazide	CA2
methyclothiazide	CA4
methyclothiazide	SLC12A1
methyclothiazide	SLC12A3
methyl-aminolevulinate	FCGR1A
methyl-aminolevulinate	FECH
methylatropine-nitrate	CHRM1
methyldopa	ADRA2A
methyldopa	ADRA2B
methyldopa	ADRA2C
methyldopa	DDC
methylene-blue	ACHE
methylergometrine	DRD1
methylergometrine	HTR1E
methylergometrine	HTR1F
methylergometrine	HTR2A
methylergometrine	HTR2B
methylergometrine	HTR2C
methyllycaconitine	CHRNA7
methylnaltrexone	OPRD1
methylnaltrexone	OPRK1
methylnaltrexone	OPRM1
methylphenidate	SLC6A2
methylphenidate	SLC6A3
methylphenidate	SLC6A4
methylprednisolone	NR3C1
methylprednisolone-aceponate	NR3C1
methysergide	HTR1A
methysergide	HTR1B
methysergide	HTR1D
methysergide	HTR1E
methysergide	HTR1F
methysergide	HTR2A
methysergide	HTR2B
methysergide	HTR2C
methysergide	HTR5A
methysergide	HTR6
methysergide	HTR7
metipranolol	ADRB1
metipranolol	ADRB2
metirosine	TH
metitepine	HTR1A
metitepine	HTR1B
metitepine	HTR1D
metitepine	HTR1E
metitepine	HTR1F
metitepine	HTR2A
metitepine	HTR2B
metitepine	HTR2C
metitepine	HTR5A
metitepine	HTR6
metitepine	HTR7
metixene	CHRM1
metixene	CHRM2
metixene	CHRM3
metixene	CHRM4
metixene	CHRM5
metoclopramide	CHRM1
metoclopramide	DRD2
metoclopramide	HTR3A
metoclopramide	HTR3B
metoclopramide	HTR4
metocurine	CHRM2
metocurine	CHRNA2
metolazone	SLC12A3
metoprolol	ADRB1
metoprolol	ADRB2
metoxibutropate	PTGS1
metoxibutropate	PTGS2
metrifonate	ACHE
metronidazole	CYP2C9
metronidazole	CYP3A4
metyrapone	CYP11B1
mevastatin	HMGCR
mexiletine	AHR
mexiletine	SCN4A
mexiletine	SCN5A
MF-101	CYP19A1
MF-101	XDH
MG-132	PSMB1
MG-624	CHRNA7
MGCD-265	AXL
MGCD-265	MET
MI-14	PI4KB
mianserin	ADRA1A
mianserin	ADRA1B
mianserin	ADRA1D
mianserin	ADRA2A
mianserin	ADRA2B
mianserin	ADRA2C
mianserin	DRD1
mianserin	DRD2
mianserin	DRD3
mianserin	DRD5
mianserin	HRH1
mianserin	HRH2
mianserin	HRH4
mianserin	HTR1A
mianserin	HTR1F
mianserin	HTR2A
mianserin	HTR2B
mianserin	HTR2C
mianserin	HTR6
mianserin	HTR7
mianserin	OPRK1
mianserin	SLC6A2
mianserin	SLC6A3
mianserin	SLC6A4
mibampator	GRIA1
mibefradil	ANO1
mibefradil	CACNA1C
mibefradil	CACNA1D
mibefradil	CACNA1F
mibefradil	CACNA1G
mibefradil	CACNA1H
mibefradil	CACNA1I
mibefradil	CACNA1S
mibefradil	CACNB1
mibefradil	CACNB2
mibefradil	CACNB3
mibefradil	CACNB4
mibefradil	CATSPER1
mibefradil	CATSPER2
mibefradil	CATSPER3
mibefradil	CATSPER4
miconazole	KCNH2
miconazole	KCNH6
miconazole	KCNH7
miconazole	KCNMA1
miconazole	KCNMB1
miconazole	KCNMB2
miconazole	KCNMB3
miconazole	KCNMB4
miconazole	KCNN1
miconazole	KCNN2
miconazole	KCNN3
miconazole	KCNN4
miconazole	NOS2
miconazole	NOS3
miconazole	TRPM2
miconazole	TRPV5
midafotel	GRIN2A
midafotel	GRIN2B
midafotel	GRIN2C
midafotel	GRIN2D
midodrine	ADRA1A
midodrine	ADRA1B
midodrine	ADRA1D
midostaurin	FLT3
midostaurin	PRKCG
mifepristone	AR
mifepristone	NR1I2
mifepristone	NR3C1
mifepristone	PGR
mifobate	PPARG
miglitol	GAA
miglitol	GANAB
miglitol	GANC
miglitol	MGAM
miglustat	UGCG
milacemide	MAOB
milnacipran	GRIN1
milnacipran	GRIN2A
milnacipran	GRIN2B
milnacipran	GRIN2C
milnacipran	GRIN2D
milnacipran	GRIN3A
milnacipran	GRIN3B
milnacipran	SLC6A2
milnacipran	SLC6A4
milrinone	PDE2A
milrinone	PDE3A
milrinone	PDE3B
milrinone	PDE5A
miltefosine	PLA2G1B
mimosine	CCL2
mimosine	SHMT1
mimosine	SHMT2
mimosine	TYR
minaprine	ACHE
minaprine	CHRM1
minaprine	DRD1
minaprine	DRD2
minaprine	HTR2A
minaprine	HTR2B
minaprine	HTR2C
minaprine	MAOA
minaprine	SLC6A4
minocycline	ALOX5
minocycline	CASP1
minocycline	CASP3
minocycline	CYCS
minocycline	IL1B
minocycline	MMP9
minocycline	VEGFA
minodronic-acid	FDPS
minodronic-acid	GGPS1
minoxidil	ABCC9
minoxidil	KCNJ1
minoxidil	KCNJ10
minoxidil	KCNJ11
minoxidil	KCNJ8
minoxidil	PTGS1
mirabegron	ADRB1
mirabegron	ADRB2
mirabegron	ADRB3
mirin	MRE11A
mirodenafil	PDE5A
mirtazapine	ADRA1A
mirtazapine	ADRA1B
mirtazapine	ADRA1D
mirtazapine	ADRA2A
mirtazapine	ADRA2B
mirtazapine	ADRA2C
mirtazapine	ADRB1
mirtazapine	ADRB2
mirtazapine	DRD1
mirtazapine	DRD2
mirtazapine	DRD3
mirtazapine	DRD5
mirtazapine	HRH1
mirtazapine	HRH3
mirtazapine	HTR2A
mirtazapine	HTR2B
mirtazapine	HTR2C
mirtazapine	HTR3A
mirtazapine	HTR7
mirtazapine	OPRK1
mirtazapine	SLC6A2
mirtazapine	SLC6A3
mirtazapine	SLC6A4
misoprostol	PTGER2
misoprostol	PTGER3
misoprostol	PTGER4
misoprostol	PTGIR
mitiglinide	ABCC8
mitiglinide	KCNJ10
mitiglinide	PPARG
mitoflaxone	VWF
mitotane	CYP11A1
mitotane	CYP11B1
mitotane	ESR1
mitotane	FDX1
mitoxantrone	TOP2A
mivacurium	BCHE
mivacurium	CHRM2
mivacurium	CHRM3
mivacurium	CHRNA2
mizolastine	HRH1
mizoribine	IMPDH1
MJ-15	CNR1
MK-0354	HCAR2
MK-0354	HCAR3
MK-0773	AR
MK-0812	CCR2
MK-0893	GCGR
MK-1775	WEE1
MK-2206	AKT1
MK-2206	AKT2
MK-2206	AKT3
MK-2295	TRPV1
MK-2461	FGFR1
MK-2461	FGFR2
MK-2461	FGFR3
MK-2461	FLT1
MK-2461	FLT3
MK-2461	FLT4
MK-2461	KDR
MK-2461	MERTK
MK-2461	MET
MK-2461	MST1R
MK-2461	NTRK1
MK-2461	NTRK2
MK-2461	PDGFRB
MK-2894	PTGER4
MK2-IN-1	MAPKAPK2
MK-3207	CALCA
MK-3697	HCRTR2
MK-5046	BRS3
MK-5046	GRPR
MK-5046	NMBR
MK-5108	AURKA
MK-5108	AURKB
MK-5108	AURKC
MK-571	ABCC2
MK-571	CYSLTR1
MK-6096	HCRTR1
MK-6096	HCRTR2
MK-8033	MET
MK-8245	SCD
MK-8745	AURKA
ML-10302	HTR3A
ML-10302	HTR3B
ML-10302	HTR4
ML-141	CDC42
ML167	CLK4
ML167	DYRK1B
ML-179	NR5A2
ML-193	GPR55
ML204	TRPC4
ML204	TRPC5
ML-213	KCNQ4
ML-218	CACNA1G
ML-218	CACNA1H
ML-218	CACNA1I
ML-228	HIF1A
ML-277	KCNQ1
ML-281	STK33
ML-297	KCNJ3
ML-298	PLD2
ML314	NTSR1
ML-323	USP1
ML324	KDM4A
ML-3403	CYP3A4
ML-3403	MAPK11
ML-3403	MAPK12
ML-3403	MAPK14
ML347	ACVR1
ML347	ACVRL1
ML347	BMPR1A
ML-348	LYPLA1
ML-365	KCNK3
ML-365	KCNK9
ML-786	BRAF
ML-786	RAF1
ML-9	TRPC6
MLN0128	MTOR
MLN0128	PIK3CA
MLN0128	PIK3CD
MLN0128	PIK3CG
MLN1117	PIK3CA
MLN-8054	AURKA
MM-11253	RARG
MM77	HTR1A
MN-64	TNKS
"MNS-(3,4-Methylenedioxy-nitrostyrene)"	SRC
"MNS-(3,4-Methylenedioxy-nitrostyrene)"	SYK
mocetinostat	HDAC1
mocetinostat	HDAC11
mocetinostat	HDAC2
mocetinostat	HDAC3
moclobemide	MAOA
moclobemide	MAOB
modafinil	ADRA1B
modafinil	SLC6A3
moexipril	ACE
moexipril	ACE2
mofegiline	MAOA
mofegiline	MAOB
mofezolac	PTGS1
molidustat	EGLN2
molindone	CHRM1
molindone	DRD2
molindone	HRH1
molindone	HTR1A
molindone	HTR2A
molsidomine	GUCY1A3
mometasone	NR3C1
mometasone-furoate	NR3C1
monastrol	KIF11
monobenzone	TYR
montelukast	ALOX5
montelukast	CYSLTR1
moracizine	SCN5A
morin	ADORA2A
morin	ESR2
morin	FASN
morin	MCL1
morin	SLC22A12
morinidazole	CYP51A1
mosapride	HTR4
motesanib	FLT1
motesanib	FLT4
motesanib	KDR
motesanib	KIT
motolimod	TLR8
moxifloxacin	TOP2A
moxonidine	ADRA2A
moxonidine	ADRA2B
moxonidine	ADRA2C
mozavaptan	AVPR1A
mozavaptan	AVPR1B
mozavaptan	AVPR2
MPEP	GRM1
MPEP	GRM4
MPEP	GRM5
MPI-0479605	TTK
Mps1-IN-1	TTK
Mps-BAY-2a	TTK
MR-948	TBXAS1
MRK-016	GABRA1
MRK-016	GABRA2
MRK-016	GABRA3
MRK-016	GABRA5
MRK-560	APP
MRS-1220	ADORA2B
MRS-1220	ADORA3
MRS1334	ADORA3
MRS2578	P2RY6
MRS3777	ADORA2A
MRS-3777	ADORA1
MRS-3777	ADORA2A
MRS-3777	ADORA2B
MRS-3777	ADORA3
MSX-122	CXCR4
MTPG	GRM2
MTPG	GRM3
mubritinib	EGFR
mubritinib	ERBB2
muscimol	GABRA1
muscimol	GABRA2
muscimol	GABRA3
muscimol	GABRA4
muscimol	GABRA5
muscimol	GABRA6
muscimol	GABRR1
muscimol	GABRR2
muscimol	GABRR3
MY-5445	PDE5A
mycophenolate-mofetil	IMPDH1
mycophenolate-mofetil	IMPDH2
mycophenolic-acid	IMPDH1
mycophenolic-acid	IMPDH2
myricetin	PIK3CG
myricitrin	NOS1
myricitrin	PRKCA
N6022	ADH5
N6-cyclopentyladenosine	ADORA1
N6-cyclopentyladenosine	ADORA2A
N6-cyclopentyladenosine	ADORA2B
N6-cyclopentyladenosine	ADORA3
N6-cyclopentyladenosine	SLC29A1
NAB-2	NEDD4
nabumetone	PTGS1
nabumetone	PTGS2
N-acetyl-D-glucosamine	B4GALT1
N-acetyl-D-glucosamine	B4GALT2
N-acetyl-D-glucosamine	B4GALT3
N-acetyl-D-glucosamine	B4GALT4
N-acetyl-D-glucosamine	NAGK
N-acetyl-D-glucosamine	NAGLU
N-acetyl-D-glucosamine	NAGPA
N-acetyl-D-glucosamine	RENBP
N-acetylmannosamine	CHIT1
nadide	AHCY
nadide	AKR1A1
nadide	ALDH2
nadide	BLVRA
nadide	DHPS
nadide	DLD
nadide	GALE
nadide	HMGCR
nadide	HSD17B1
nadide	HSD17B4
nadide	IMPDH2
nadide	MGAM
nadide	P2RY11
nadide	SORD
nadide	TRPM2
nadolol	ADRB1
nadolol	ADRB2
nadolol	ADRB3
NADPH	AASS
NADPH	DPYD
NADPH	GHSR
NADPH	TXNRD1
nafadotride	DRD2
nafadotride	DRD3
nafadotride	HTR1A
nafamostat	ASIC1
nafamostat	ASIC2
nafamostat	ASIC3
nafamostat	C1R
nafamostat	PRSS1
nafamostat	TPSAB1
nafamostat	TRPM7
nafcillin	CYP1A2
nafcillin	CYP3A4
nafcillin	SLC22A6
naftifine	SQLE
naftopidil	ADRA1A
nalbuphine	OPRD1
nalbuphine	OPRK1
nalbuphine	OPRM1
nalfurafine	OPRK1
nalfurafine	OPRM1
nalmefene	OPRD1
nalmefene	OPRK1
nalmefene	OPRM1
naloxegol	OPRM1
naloxone	CREB1
naloxone	ESR1
naloxone	OPRD1
naloxone	OPRK1
naloxone	OPRM1
naloxone	TLR4
naloxone-benzoylhydrazone	OPRK1
naloxone-benzoylhydrazone	OPRM1
N-alpha-Methylhistamine-dihydrochloride	HRH4
naltrexone	OPRD1
naltrexone	OPRK1
naltrexone	OPRM1
naltrexone	SIGMAR1
naltriben	OPRD1
naltriben	OPRK1
naltriben	OPRM1
naltrindole	OPRD1
naltrindole	OPRK1
naltrindole	OPRM1
NAN-190	ADRA1A
NAN-190	ADRA1B
NAN-190	ADRA1D
NAN-190	HTR1A
NAN-190	HTR1F
nandrolone	AR
nandrolone	CYP19A1
nandrolone	MAOA
nandrolone	MAOB
nandrolone-decanoate	AR
napabucasin	STAT3
naphazoline	ADRA1A
naphazoline	ADRA2A
naproxen	PTGS1
naproxen	PTGS2
naratriptan	HTR1A
naratriptan	HTR1B
naratriptan	HTR1D
naratriptan	HTR1E
naratriptan	HTR1F
naringenin	CYP19A1
naringenin	CYP1B1
naringenin	ESR2
naringenin	GLO1
naringenin	HSD17B1
naringeninic-acid	HCAR2
naringeninic-acid	PTGR1
naringin	SLCO1A2
nastorazepide	CCKBR
nateglinide	ABCC8
nateglinide	KCNJ10
nateglinide	KCNJ11
nateglinide	PPARG
NAV-26	SCN9A
navarixin	CXCR1
navarixin	CXCR2
navitoclax	BCL2
navitoclax	BCL2L1
navitoclax	BCL2L2
NBI-27914	CRHR1
NBI-74330-(+/-)	CXCR3
NBQX	GRIA1
NBQX	GRIA2
NBQX	GRIA3
NBQX	GRIA4
NBQX	GRIK1
NBQX	GRIN1
NBQX	GRIN2A
NBQX	GRIN2B
NCS-382	GABBR1
NCS-382	GABBR2
NCS-382	SLC52A2
N-cyanopyrrolidine	CTSK
NDT-9513727	C5AR1
NE-100	SIGMAR1
nebivolol	ADRB1
nebivolol	ADRB2
nebracetam	CHRM1
NECA	ADORA1
NECA	ADORA2A
NECA	ADORA2B
NECA	ADORA3
NECA	HSP90B1
necrostatin-1	RIPK1
necrostatin-2	RIPK2
nedocromil	CYSLTR1
nedocromil	CYSLTR2
nedocromil	FPR1
nedocromil	HSP90AA1
nedocromil	PTGDR
nefazodone	ADRA1A
nefazodone	ADRA1B
nefazodone	ADRA2A
nefazodone	CYP3A4
nefazodone	HTR1A
nefazodone	HTR2A
nefazodone	HTR2C
nefazodone	SLC6A2
nefazodone	SLC6A3
nefazodone	SLC6A4
nefiracetam	CHRM1
nelarabine	POLA1
nelfinavir	CYP1A2
nelfinavir	CYP2B6
nelfinavir	CYP2C19
nelfinavir	CYP2C9
nelfinavir	CYP2D6
nelfinavir	CYP3A4
nelfinavir	CYP3A7
nemonapride	DRD2
nemonapride	DRD3
nemonapride	DRD4
nemorubicin	TOP1
nemorubicin	TOP2A
neomycin	CXCR4
neostigmine	ACHE
nepafenac	PTGS1
nepafenac	PTGS2
nepicastat	DBH
neratinib	EGFR
neratinib	ERBB2
neratinib	KDR
neridronic-acid	FDPS
netupitant	TACR1
neuropathiazol	BMP2
neuropathiazol	LIF
nevirapine	CYP1A2
nevirapine	CYP2A6
nevirapine	CYP2B6
nevirapine	CYP2C9
nevirapine	CYP2D6
nevirapine	CYP3A4
nevirapine	CYP3A5
nexturastat-a	HDAC1
nexturastat-a	HDAC6
NFKB-activation-inhibitor-II	RELA
NGB-2904	DRD3
NGD-94-1	DRD4
NGD-98-2	CRHR1
NG-nitro-arginine	NOS1
NG-nitro-arginine	NOS2
NG-nitro-arginine	NOS3
NHI-2	LDHA
NI-57	BRD1
NI-57	BRPF1
NI-57	BRPF3
niacin	DGAT2
niacin	HCAR1
niacin	HCAR2
niacin	HCAR3
niacin	NNMT
niacin	QPRT
nialamide	COMT
nialamide	MAOA
nialamide	MAOB
nicardipine	ADORA3
nicardipine	ADRA1A
nicardipine	ADRA1B
nicardipine	ADRA1D
nicardipine	CACNA1C
nicardipine	CACNA1D
nicardipine	CACNA2D1
nicardipine	CACNB2
nicardipine	CALM1
nicardipine	CHRM1
nicardipine	CHRM2
nicardipine	CHRM3
nicardipine	CHRM4
nicardipine	CHRM5
nicardipine	PDE1A
nicardipine	PDE1B
nicergoline	ADRA1A
niclosamide	STAT3
nicorandil	KCNJ11
nicotinamide	BST1
nicotinamide	LDHA
nicotinamide	PARP1
nicotinamide	SIRT5
nicotine	CHAT
nicotine	CHRNA10
nicotine	CHRNA2
nicotine	CHRNA3
nicotine	CHRNA4
nicotine	CHRNA5
nicotine	CHRNA6
nicotine	CHRNA7
nicotine	CHRNA9
nicotine	CHRNB2
nicotine	CHRNB3
nicotine	CHRNB4
nicotine	CYP19A1
nicotine	TBXAS1
nicotine	TRPA1
NIDA-41020	CNR1
nifedipine	CACNA1C
nifedipine	CACNA1D
nifedipine	CACNA1F
nifedipine	CACNA1H
nifedipine	CACNA1S
nifedipine	CACNA2D1
nifedipine	CACNB2
nifedipine	CALM1
nifedipine	GLRA1
nifedipine	GLRA3
nifedipine	GLRB
nifedipine	KCNA1
nifedipine	KCNA5
nifedipine	NR1I2
nifedipine	TRPM3
nifenalol	ADRB1
nifenalol	ADRB2
niflumic-acid	ANO1
niflumic-acid	CLCN1
niflumic-acid	CLCNKA
niflumic-acid	CLCNKB
niflumic-acid	KCNQ1
niflumic-acid	PLA2G1B
niflumic-acid	PLA2G4A
niflumic-acid	PTGS1
niflumic-acid	PTGS2
niflumic-acid	UGT1A9
niguldipine-(S)-(+)	ADRA1A
nilotinib	ABL1
nilotinib	KIT
nilutamide	AR
nilvadipine	CACNA1C
nilvadipine	CACNA1D
nilvadipine	CACNA1S
nilvadipine	CACNA2D1
nilvadipine	CACNA2D3
nilvadipine	CACNB2
nimesulide	LTF
nimesulide	PLA2G2E
nimesulide	PTGS1
nimesulide	PTGS2
nimodipine	AHR
nimodipine	CACNA1C
nimodipine	CACNA1D
