	TCGA-OL-A5RW-01	TCGA-A8-A07R-01	TCGA-C8-A134-01	TCGA-B6-A1KF-01	TCGA-BH-A18T-01	TCGA-D8-A142-01	TCGA-AR-A1AQ-01	TCGA-AR-A1AI-01	TCGA-AR-A251-01	TCGA-E2-A14Y-01	TCGA-AC-A8OQ-01	TCGA-B6-A0I6-01	TCGA-B6-A0RT-01	TCGA-B6-A0RU-01	TCGA-B6-A0IQ-01	TCGA-B6-A0IJ-01	TCGA-B6-A0RE-01	TCGA-PL-A8LV-01	TCGA-C8-A12K-01	TCGA-E9-A244-01	TCGA-PL-A8LZ-01	TCGA-AC-A62X-01	TCGA-E9-A243-01	TCGA-B6-A0WX-01	TCGA-E9-A3QA-01	TCGA-B6-A0I1-01	TCGA-B6-A0I2-01	TCGA-E2-A1AZ-01	TCGA-GM-A3XL-01	TCGA-AO-A129-01	TCGA-AO-A128-01	TCGA-E2-A574-01	TCGA-E2-A1B6-01	TCGA-OL-A66I-01	TCGA-A2-A0D2-01	TCGA-A2-A0YM-01	TCGA-A2-A3XU-01	TCGA-A7-A26F-01	TCGA-A7-A13D-01	TCGA-A7-A26I-01	TCGA-A7-A13E-01	TCGA-A7-A0CE-01	TCGA-AQ-A54N-01	TCGA-E2-A1LG-01	TCGA-A2-A04T-01	TCGA-GM-A2DF-01	TCGA-A2-A3XY-01	TCGA-A2-A3XT-01	TCGA-A2-A0D0-01	TCGA-BH-A0E6-01	TCGA-E2-A1LI-01	TCGA-OL-A6VO-01	TCGA-A2-A3XX-01	TCGA-A2-A04P-01	TCGA-A2-A3XS-01	TCGA-A2-A0ST-01	TCGA-S3-AA0Z-01	TCGA-E2-A573-01	TCGA-A7-A4SD-01	TCGA-OL-A5D7-01	TCGA-A2-A04Q-01	TCGA-E2-A1LK-01	TCGA-A7-A5ZV-01	TCGA-A1-A0SO-01	TCGA-AN-A0AR-01	TCGA-AN-A04D-01	TCGA-AN-A0AL-01	TCGA-A2-A0T2-01	TCGA-A2-A0T0-01	TCGA-A1-A0SP-01	TCGA-A2-A0CM-01	TCGA-AQ-A04J-01	TCGA-A1-A0SK-01	TCGA-AO-A0J6-01	TCGA-BH-A0B9-01	TCGA-AO-A124-01	TCGA-AO-A1KR-01	TCGA-AN-A0FX-01	TCGA-AN-A0G0-01	TCGA-A8-A08R-01	TCGA-C8-A131-01	TCGA-BH-A0E0-01	TCGA-BH-A0RX-01	TCGA-AN-A0FL-01	TCGA-AN-A0FJ-01	TCGA-A8-A07O-01	TCGA-AR-A5QQ-01	TCGA-D8-A143-01	TCGA-LL-A8F5-01	TCGA-E2-A158-01	TCGA-S3-AA10-01	TCGA-E2-A1LS-01	TCGA-D8-A27F-01	TCGA-D8-A1XQ-01	TCGA-D8-A1JL-01	TCGA-D8-A1JK-01	TCGA-A7-A4SE-01	TCGA-EW-A1OW-01	TCGA-A2-A4RX-01	TCGA-E2-A14X-01	TCGA-E2-A1II-01	TCGA-A8-A07C-01	TCGA-A7-A0DA-01	TCGA-A2-A3Y0-01	TCGA-E2-A14R-01	TCGA-BH-A0B3-01	TCGA-E2-A1LL-01	TCGA-AO-A12F-01	TCGA-A2-A0SX-01	TCGA-B6-A402-01	TCGA-AR-A0TS-01	TCGA-AR-A256-01	TCGA-BH-A18G-01	TCGA-BH-A0BG-01	TCGA-BH-A0BL-01	TCGA-BH-A0DL-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-C8-A1HJ-01	TCGA-AN-A0AT-01	TCGA-AN-A0XU-01	TCGA-E9-A5FL-01	TCGA-C8-A27B-01	TCGA-AC-A2QJ-01	TCGA-HN-A2NL-01	TCGA-EW-A1P8-01	TCGA-A7-A6VY-01	TCGA-A7-A6VW-01	TCGA-A7-A6VV-01	TCGA-A2-A25F-01	TCGA-E9-A1N8-01	TCGA-C8-A12V-01	TCGA-D8-A27H-01	TCGA-D8-A27M-01	TCGA-AC-A6IW-01	TCGA-S3-AA15-01	TCGA-D8-A1XK-01	TCGA-AR-A1AR-01	TCGA-EW-A3U0-01	TCGA-D8-A147-01	TCGA-EW-A1PH-01	TCGA-EW-A1PB-01	TCGA-AR-A2LR-01	TCGA-BH-A0WA-01	TCGA-A7-A26G-01	TCGA-E2-A150-01	TCGA-BH-A1F0-01	TCGA-A2-A4S1-01	TCGA-EW-A1P4-01	TCGA-AC-A2QH-01	TCGA-AR-A1AY-01	TCGA-AC-A2BK-01	TCGA-E2-A14N-01	TCGA-AO-A0J4-01	TCGA-AR-A1AJ-01	TCGA-AR-A1AH-01	TCGA-AR-A0U4-01	TCGA-BH-A1F6-01	TCGA-AR-A24Q-01	TCGA-E2-A1LH-01	TCGA-GI-A2C9-01	TCGA-AR-A0TP-01	TCGA-BH-A0BW-01	TCGA-BH-A0AV-01	TCGA-E2-A159-01	TCGA-BH-A5IZ-01	TCGA-A8-A07U-01	TCGA-A2-A04U-01	TCGA-AO-A0JL-01	TCGA-LL-A6FR-01	TCGA-LL-A5YP-01	TCGA-OL-A5S0-01	TCGA-A2-A1G1-01	TCGA-LL-A73Y-01	TCGA-E9-A1ND-01	TCGA-E9-A1N9-01	TCGA-E9-A22G-01	TCGA-BH-A18Q-01	TCGA-A7-A13E-11	TCGA-A7-A0CE-11	TCGA-E2-A158-11	TCGA-E2-A1LS-11	TCGA-BH-A0B3-11	TCGA-BH-A0DL-11	TCGA-BH-A1FC-11	TCGA-BH-A1F0-11	TCGA-BH-A1F6-11	TCGA-E2-A1LH-11	TCGA-GI-A2C9-11	TCGA-BH-A0BW-11	TCGA-E9-A1ND-11	TCGA-E9-A1N9-11	TCGA-BH-A18Q-11
hsa-miR-6869-3p	0	0	0	0	0	0	0	0	0.380852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.507244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6869-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63347	0	0	0	0	0	0	0	0	0	0	0	0.87037	0	0	0	0	0	0.770284	0	0.392075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6870-3p	0	0	0	0	0	0	0	0	0	0.41032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.557553	0.356862	0	0	0	0.29066	0	0	0	0.859869	0	0	0	0	0	0	0	0	0	0.129897	0	0	0	0	0	0.419068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266277	0	0	0	0	0	0	0.152646	0	0.368487	0	0	0.863129	0	0.35697	0	0	0	0	0	0	1.539035	0	0	0	0	0	0	0.949624	0	0	0	0	0	0	0.993524	0	0	0.155837	1.051826	0	0	0	0	0.750861	0	0	0	0.169977	0	0	0.434386	0	0	0	0	0	0	0	0	0	0.367618	0	0	0	0	0	0	0	0.096814	0	0.566171	0	0	0	0.466573	0	0	0	0	0.169109	0	0	0	0	0	0.293529	0	0	0	0	0	0	0	0	0.494122	0	0	0	0	0	0	0
hsa-miR-6870-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6871-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228642	0	0	0	0	0	0	0	0.124774	0	0	0	0	0	0	0	0	0	0.347964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197702	0	0	0	0	0	0	0	0	0	0.096814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6871-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499096	0	0	0	0	0	0	0	0	0	0	0	0	0.859869	0	0	0	0	0	0	0	0	0	0	0	0.316735	0	0.29599	0	0	0.64901704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0767	0	0	0	0	0.222508	0	0	0	0	0.22896901	0	0	0	0	0	0	0	0	0	1.014488	0	0	0.627283	0	0	0	0	0	0	0	0	0.326422	0.991229	0	0	0.213502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169977	0	0	0	0.650644	0	0	0	0	0	0.691598	0.197702	0	0	0	0	0	0	0	0	0.522298	0.290442	0	0	0	0	1.720368	0	0	0	0.97166	0	0	0	0	0	0	0	0.587058	0	0	0	0	0	0.553037	0.247054	0	0	0	0	0	0	0	0	0
hsa-miR-6872-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6872-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124774	0.386538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.583006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6873-3p	0	0	0	0.867504	0	0	0	0	0	0	0	0	0	0	0	0.683114	0.934162	0	0	0	0	0	0	0	0.216716	0	0	0	0	0	0	0	0	0.365591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.103652	0	0	0	0.421865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296735	0	0	0	0	0	0	0.430092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157031	0	0	0	0
hsa-miR-6873-5p	0	0	0	0	0	0	0	0	0.380852	0.41032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6874-3p	0.629537	1.019784	0	0	2.851239	0	0	0.880448	0	0.41032	0.343494	0.435398	1.661769	0	1.957815	0.683114	0	0.344549	0.504338	0.228642	0.853917	0.203695	0	0	0.216716	0.494025	0	0.49909702	0.386538	0	0	1.672658	0.713725	1.279567	0	1.928386	0	0.173982	0.857143	0.396872	0.859869	1.119697	0.526828	0	0.95185	0	0	0	0	0	0.519587	0.501369	0.63347	0	0.147995	0.594443	0.139689	1.081696	2.008142	1.662242	0	0.801158	1.407883	0	0.87037	0	0	1.272507	0.560169	0	0	0	0.392075	3.466809	0	0	0	1.568626	0	0.966639	0.56915	1.14237	0	1.425529	1.288685	0	0.27786	0.1534	0	0	0	0.425852	0	0.391711	0	1.364549	1.045681	0	0	0	1.235251	0	1.150838	0	0.35697	0.784427	0	0.507244	0	0.453335	0	1.026024	1.743898	0.311623	0.336599	0	0	0.923803	0.949624	0.163211	0	0.890897	0	0.213502	0	0	0.915485	0	0.155837	0	1.067492	0	0.184561	0	0	1.169218	1.189103	1.017323	0.169977	0	0	0.434386	0	0	0.477783	0	0	0.327093	0.691598	0	3.124699	0	0.823102	0	0	1.038276	0	0.296735	0	0.290443	0.774133	0	0	0.784825	0	0.933147	2.466465	0.394103	0	0.740479	0.169109	0.136711	0.400973	0.41501	1.016707	0.495925	0.587058	0	0.624999	0.512418	1.5249751	0.792695	0	0.247054	0	0.494121	0	0.858015	0.785156	0.444101	0.19746	1.5953851	0.2589
hsa-miR-6874-5p	0	1.019784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129897	0	0.316735	0	0	0	0	0	0	1.662242	0	0	0	0	0	0	0	0.636253	0	0	0	0	0	1.155603	0	0	1.084299	0	0	0	0	0	0	0.712764	0	0	0	0.0767	0	0	0	0	0	0	0.28346	0	0	0	0.373537	0	0	1.022511	0.28771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489632	0	0	0	0	0.357284	0.993524	0	0	0.155837	0	0.266873	0	0.184561	0	0	0	0	0	0	0	1.692215	0	0	0	0	0	0	0	0.691598	0	1.041566	0	0.411551	0	0	0	0	0	0	0.193628	0	0	0	0	0	0	0	0	0	0	0	0.273422	0	0	0	0	0	0	0.312499	0	0	0	0	0	0	0	0.553767	0	0	0	0	0	0
hsa-miR-6875-3p	0	0	0	0	0	0	0	0	0.761704	0	0	0	0	0	0	0	0	0	0	0.457284	0	0	0	0	0	0	0	0.249548	0	0	0	0	0	0	0.904913	0	0	0.173982	0	0.396872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712764	0	0	0.27786	0	0	0.724301	0.266277	0	0	0	0.28346	0	0	0.152646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949624	0.326422	0	0	0	0	0	0	0	0	0.155837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367618	0.411551	0	0	0	0.919904	0	0	0.096814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6875-5p	0	0	1.798744	0.867504	0	0.715175	0	0	1.90426	1.6412791	0	0.435398	2.492652	0	0.978907	0	1.868324	0	1.008676	0.914567	0	0	0.92217	0	0.216716	0	0	0.623872	0.773076	0	0.368079	0.557553	0.356862	0.182795	3.619654	0	0.29066	1.565838	0.857143	0	0	0	0	0	0.95185	0	0.418222	1.070088	2.268814	0	0.649483	1.504107	0.95020497	0	0.59198	0.594443	0.139689	1.0816951	0	0	0	0.801158	0.281577	0	1.74074	0	2.415632	0	1.680508	0	0.770284	0	0	0	0.855191	0	0	0	1.8395	0	1.7074499	1.14237	0	0	0	1.244397	0	0.2301	0	0.724301	0	0.212926	0.667523	0	0	0	0	0.91587603	0	0.368487	0.8235	1.022511	0.86313003	2.044468	1.427881	0	0.946405	7.101412	0	0	1.254566	1.539036	0	0.623246	0	0	0.803093	0.923803	0	0.48963302	0	0	1.622656	0.213502	1.071853	1.987048	0.610324	0.642101	0.311674	0	0.266873	0.654047	0.553683	2.109325	0	0.292304	1.189103	1.017322	0	0	0	0.868772	0.813305	0	0	1.96957	0	0.327093	0.691598	1.383916	1.041566	1.470472	0.411551	2.843863	0	0	0	0.296735	1.044596	0.580885	0.258044	0	0.602163	0	0	0	0	1.970515	0.97166	0.246826	0.169109	0	0.400973	0.276673	0.508353	0	0.587058	0	0	0	0.762488	0.594521	0.553037	0	0	0	0	0	0.471093	0	0	0	0.2589
hsa-miR-6876-3p	0	0	0	0	0	0	0	0	0	0	0	0	0.830884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.831121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453335	0	0	0	0	0	0	0	0	0	0.163211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096814	0	0	0.602163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6876-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6877-3p	0.209846	0	0.359749	0	0	0	0	0	0.380852	0.41032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923803	0.949624	0	0	0	0	0	0	0	0	0	0	1.051826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6877-5p	0.209846	1.019784	0	1.735008	0	0	0.95536	0	0	0	0	0.435398	0.830884	0	0.978907	0	1.868324	0.344549	0	0.228642	0.284639	0	0.92217	0	0.86686397	0.494025	0	0.99819404	1.159614	0	0	0	0.713724	0.548385	0.904913	0.964193	1.16264	0.52194595	0.857143	0	0.859869	0	0.526828	0	0	0	0.209111	0	0	0	0.389691	1.002738	0	0	0.88797	0	0.69844604	0.216339	0.33469	0.831121	1.164451	2.403473	1.126308	0.799548	1.740741	1.096678	1.207816	0	0.560169	0	0	0.597819	0.78415	1.155603	0.855191	0	0	0	0.91975	0	0.56915	1.14237	0	0.712764	0	0	0.55572	0.1534	0	0.724301	0.266277	0	0.890031	0.58756804	1.13384	0	0	0.381615	0.373537	0.368487	0	0	0.28771	1.533351	0.35697	0.784427	0	0	0	1.3600049	0.627283	0	0	0.311623	0.336599	0	2.409279	2.771409	1.899248	0.48963302	0	0.890898	0.811328	0.427004	2.1437051	0	0	0	0.155837	2.103651	0.533746	0	0.73824304	0.84373	0.75086	0.292304	1.189104	1.017322	0.50993097	0	1.692215	0.434386	0.650644	0	0	0	0.724689	0	0	0.395404	0.520783	0.735236	0.411551	0	0	0.519138	0.919904	0.296735	0	0.290443	0.774133	1.132342	0	0.784825	0	0	0	1.1823089	0	0.493652	0	0.410134	0	0.138337	0	0	1.467645	0	0.312499	0.7686269	0	0	0	0	0	0.494122	0	0	0.157031	0	0.592379	0	0
hsa-miR-6878-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129897	0	0	0	0.147995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6878-5p	0.209846	0	0	0	0	0	0.95536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124774	0	0	0	0.557553	0	0.182795	0	0	0	0	0	0.396872	0	0	0.526828	0	0	0	0	0.356696	0	0.538071	0.129897	0	0.633471	0	0	0.594443	0	0.216339	0.33469	0	0	0	0	0	0	0	0	0	0.560169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.460102	0	0	0	0	0.0767	0	0	0	0.212926	0	0.78342295	0.28346	0	0.34856	0	0	0	0	1.022511	0.57542	0	0	0	0	0.507244	0	0	0	0	0	0	0	0	0	0	0	0.163211	0	0	0.405664	0	0	0	0	0.32105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296735	0	0.096814	0	0	0.602163	0	0	0.466573	0	0	0	0	0	0	0	0.138337	0	0	0	0	0	0	0	0	0	0	0	0.247061	0	0	0	0	0	0	0
hsa-miR-6879-3p	0	0	0	0	0	0.715175	0	0.880448	0.761704	0	0.343494	0.435398	0	0	0	0	0	0	0	0	0	0.203695	0	0	0	0.494025	0	0.499098	0.386538	0	0	0	0.356862	0	0	0.964193	0	0	0	0	0	1.119697	0	0	0.95185	0.545053	0.209111	0	0	0	0.129897	0	0	0	0.29599	0	0	0	0	0	0	0.801158	0	0	0	0	0	0.636253	0	0.536247	0	0.597819	0.392075	0	0	0	0	0	0	0	0	0	0.460102	0	0	0	0	0.53690004	0	0.724301	0.798831	0	0	0.195856	0.28346	0	0	0.076323	0	0	0.8235	0	1.1508391	0.511117	0.71394	0	0	0.507244	0	0	0	0	0	0.311623	0	0.585516	0.803093	0	0.949624	0.163211	0	0	0.811328	0	1.0718529	0	0.305162	0.32105	0	3.155477	0.533746	0	0.184561	0.421865	0	0	0.792735	0	0	0	0	0.434386	0.650644	0	0	0	0	0	0	0	0	0	0	0.710966	0	0	0	0.593469	0	0.290443	0	0.566171	0.602163	0	0	0	1.233233	0	0	0	0	0.136711	0.400973	0.138337	0	0	0.293529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6879-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.022511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407389	0	0	0.216716	0	0	0.124774	0	0	0	0	0	0	0	0	0	0.173982	0.857143	0.396872	0	0	0	0	0	0.545053	0	0	0	0	0	0	0.316735	0	0	0	0	0	0	0	0	0	0	0.799548	0.87037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284575	0	0	0	0	0	0	0	0	0	0	0.212926	0.222508	0	0.28346	0	0	0	0	0	0	0	0.575419	0	0	0	0	0	0	0	0.627283	0	0	0	0	0	0.803093	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266873	0	0.184561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.691598	0	0	0.367618	0.411551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394103	0	0	0.338218	0	0	0	0	0	0	0	0.312499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
