ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0001912	GO:0001912	positive regulation of leukocyte mediated cytotoxicity	7/461	37/17653	4.13275198415897e-05	0.000425812760615031	0.000306669260184664	SLAMF6/SH2D1A/IL12RB1/CRTAM/VAV1/IL18RAP/LAG3	7
GO:0002717	GO:0002717	positive regulation of natural killer cell mediated immunity	6/461	26/17653	4.53247717789831e-05	0.000464908453258697	0.000334825877948122	SLAMF6/SH2D1A/CRTAM/VAV1/IL18RAP/LAG3	6
GO:0050718	GO:0050718	positive regulation of interleukin-1 beta secretion	6/461	26/17653	4.53247717789831e-05	0.000464908453258697	0.000334825877948122	TLR8/LGALS9/PYCARD/NOD2/NLRP3/CCL3	6
GO:0007249	GO:0007249	I-kappaB kinase/NF-kappaB signaling	19/461	256/17653	4.5853324731557e-05	0.000469280120299529	0.000337974341360184	CCR7/FASLG/TLR8/CD74/RIPK3/CD4/RHOH/LGALS9/TLR2/BTK/PYCARD/NOD2/TNIP3/CD40/CARD11/TLR7/CD14/NLRP3/CASP10	19
GO:0045123	GO:0045123	cellular extravasation	8/461	51/17653	4.83571651487842e-05	0.000493803122955848	0.000355635745098432	JAML/RIPK3/CCR2/ITGB2/PTGER4/SPN/PTAFR/SELPLG	8
GO:0002639	GO:0002639	positive regulation of immunoglobulin production	7/461	38/17653	4.95306651280287e-05	0.00050242942392038	0.000361848384971183	CD28/MZB1/SASH3/TNFSF13/CD40/TGFB1/IL4R	7
GO:0050706	GO:0050706	regulation of interleukin-1 beta secretion	7/461	38/17653	4.95306651280287e-05	0.00050242942392038	0.000361848384971183	CCR7/TLR8/LGALS9/PYCARD/NOD2/NLRP3/CCL3	7
GO:0071675	GO:0071675	regulation of mononuclear cell migration	7/461	38/17653	4.95306651280287e-05	0.00050242942392038	0.000361848384971183	CCL5/C3AR1/CCR2/CMKLR1/C5AR1/TRPV4/TGFB1	7
GO:0002468	GO:0002468	dendritic cell antigen processing and presentation	4/461	9/17653	5.21198826307731e-05	0.00052520804804856	0.000378253491758786	CCR7/CD74/SLC11A1/NOD2	4
GO:0002604	GO:0002604	regulation of dendritic cell antigen processing and presentation	4/461	9/17653	5.21198826307731e-05	0.00052520804804856	0.000378253491758786	CCR7/CD74/SLC11A1/NOD2	4
GO:0072610	GO:0072610	interleukin-12 secretion	4/461	9/17653	5.21198826307731e-05	0.00052520804804856	0.000378253491758786	CCR7/TLR8/LGALS9/LILRB1	4
GO:1904894	GO:1904894	positive regulation of STAT cascade	10/461	82/17653	5.32860593243209e-05	0.000534846702035716	0.000385195225686975	CCL5/HCLS1/IL7R/IL15/CSF1R/IGF1/FLT3/IL18/CD40/CD300A	10
GO:0030260	GO:0030260	entry into host cell	13/461	135/17653	5.37746611072407e-05	0.000534846702035716	0.000385195225686975	SLAMF1/CD74/CD80/CCR5/CD4/LGALS9/CD86/IFITM2/VAMP8/CR1/CD55/IFITM1/SELPLG	13
GO:0044409	GO:0044409	entry into host	13/461	135/17653	5.37746611072407e-05	0.000534846702035716	0.000385195225686975	SLAMF1/CD74/CD80/CCR5/CD4/LGALS9/CD86/IFITM2/VAMP8/CR1/CD55/IFITM1/SELPLG	13
GO:0051806	GO:0051806	entry into cell of other organism involved in symbiotic interaction	13/461	135/17653	5.37746611072407e-05	0.000534846702035716	0.000385195225686975	SLAMF1/CD74/CD80/CCR5/CD4/LGALS9/CD86/IFITM2/VAMP8/CR1/CD55/IFITM1/SELPLG	13
GO:0051828	GO:0051828	entry into other organism involved in symbiotic interaction	13/461	135/17653	5.37746611072407e-05	0.000534846702035716	0.000385195225686975	SLAMF1/CD74/CD80/CCR5/CD4/LGALS9/CD86/IFITM2/VAMP8/CR1/CD55/IFITM1/SELPLG	13
GO:0050878	GO:0050878	regulation of body fluid levels	29/461	499/17653	5.37762987215845e-05	0.000534846702035716	0.000385195225686975	LCK/PIK3R5/WAS/FERMT3/PTPN6/LCP2/ARRB2/FCER1G/RAC2/PLEK/VAV1/CD40LG/TEC/SERPINA1/SYK/RAP2B/TRPV4/CYBA/RHOG/VAMP8/VDR/CD40/P2RX4/C4BPB/PLCG2/PRKCD/CLEC1B/HPSE/PLAUR	29
GO:0099024	GO:0099024	plasma membrane invagination	11/461	99/17653	5.45088582683506e-05	0.000540959123723783	0.000389597376139931	RHOH/FCER1G/ITGB2/RAC2/IGLL5/MSR1/NCKAP1L/PPARG/RHOG/ITGAM/CD300A	11
GO:0045063	GO:0045063	T-helper 1 cell differentiation	5/461	17/17653	5.67136545126745e-05	0.000561624418878213	0.000404480468810413	CD80/IL27/IL18R1/SPN/IL4R	5
GO:0045671	GO:0045671	negative regulation of osteoclast differentiation	6/461	27/17653	5.69982085793184e-05	0.000563225832621067	0.000405633802888662	LILRB3/MAFB/LILRB4/LILRB1/GPR55/CCL3	6
GO:0030838	GO:0030838	positive regulation of actin filament polymerization	11/461	100/17653	5.98318714867669e-05	0.000589955119928658	0.000424884167185032	CCR7/WAS/RHOH/RAC2/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/RHOG/ABI2	11
GO:0051222	GO:0051222	positive regulation of protein transport	26/461	427/17653	6.10271398787417e-05	0.000600449434214659	0.000432442145470099	CD2/TLR8/CRTAM/PTPN22/FGR/RAC2/LGALS9/IL10/PTGER4/ALOX15B/TLR2/HAVCR2/CSF1R/IGF1/PYCARD/NOD2/SYK/TRPV4/TLR1/TGFB1/IL4R/CD14/NLRP3/CCL3/PRKCD/ITGAM	26
GO:0014066	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	11/461	101/17653	6.55947037392196e-05	0.000644007958553152	0.00046381288319606	CCL5/HCLS1/PTPN6/FGR/CD28/HCST/IGF1/FLT3/NCF1/IL18/PIK3AP1	11
GO:0002501	GO:0002501	peptide antigen assembly with MHC protein complex	3/461	4/17653	6.94087488554733e-05	0.0006771044968135	0.000487648925329496	HLA-DMA/HLA-DRA/HLA-DMB	3
GO:0042253	GO:0042253	granulocyte macrophage colony-stimulating factor biosynthetic process	3/461	4/17653	6.94087488554733e-05	0.0006771044968135	0.000487648925329496	CD80/SYK/IL18	3
GO:0043315	GO:0043315	positive regulation of neutrophil degranulation	3/461	4/17653	6.94087488554733e-05	0.0006771044968135	0.000487648925329496	ITGB2/PTAFR/ITGAM	3
GO:0048015	GO:0048015	phosphatidylinositol-mediated signaling	14/461	158/17653	7.01605480745417e-05	0.000682985377753235	0.00049188432072821	CCL5/PIK3R5/HCLS1/PTPN6/FGR/CD28/HCST/CSF1R/IGF1/FLT3/NCF1/IL18/PIK3AP1/PTAFR	14
GO:0050709	GO:0050709	negative regulation of protein secretion	12/461	120/17653	7.17646215810302e-05	0.000697120317688609	0.000502064268286556	TLR8/PTPN22/FOXP3/IL10/PTGER4/SRGN/RHBDF2/C5AR2/LILRB1/UCP2/NLRP3/PIM3	12
GO:0002374	GO:0002374	cytokine secretion involved in immune response	5/461	18/17653	7.68478541021039e-05	0.000743348968477102	0.000535358024246724	IL10/TLR2/LILRB1/NOD2/NLRP3	5
GO:0033005	GO:0033005	positive regulation of mast cell activation	5/461	18/17653	7.68478541021039e-05	0.000743348968477102	0.000535358024246724	FGR/FCER1G/SYK/VAMP8/IL4R	5
GO:0008064	GO:0008064	regulation of actin polymerization or depolymerization	15/461	181/17653	8.40313184950737e-05	0.000805923734143301	0.000580424210298464	CCR7/HCLS1/WAS/RHOH/RAC2/PLEK/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/CAPG/RHOG/ABI2/PRKCD	15
GO:0051092	GO:0051092	positive regulation of NF-kappaB transcription factor activity	13/461	141/17653	8.43412996828815e-05	0.000805923734143301	0.000580424210298464	RIPK3/ITGB2/LGALS9/CD40LG/TLR2/BTK/PYCARD/NOD2/NLRC4/CD40/CARD11/TGFB1/NLRP3	13
GO:0002664	GO:0002664	regulation of T cell tolerance induction	4/461	10/17653	8.50746101036767e-05	0.000805923734143301	0.000580424210298464	CD3E/LILRB2/FOXP3/IL2RA	4
GO:0002713	GO:0002713	negative regulation of B cell mediated immunity	4/461	10/17653	8.50746101036767e-05	0.000805923734143301	0.000580424210298464	PTPN6/FOXP3/CR1/C4BPB	4
GO:0002863	GO:0002863	positive regulation of inflammatory response to antigenic stimulus	4/461	10/17653	8.50746101036767e-05	0.000805923734143301	0.000580424210298464	CCR7/FCER1G/CD28/BTK	4
GO:0002887	GO:0002887	negative regulation of myeloid leukocyte mediated immunity	4/461	10/17653	8.50746101036767e-05	0.000805923734143301	0.000580424210298464	CCR2/LGALS9/CD84/CD300A	4
GO:0002890	GO:0002890	negative regulation of immunoglobulin mediated immune response	4/461	10/17653	8.50746101036767e-05	0.000805923734143301	0.000580424210298464	PTPN6/FOXP3/CR1/C4BPB	4
GO:0043374	GO:0043374	CD8-positive, alpha-beta T cell differentiation	4/461	10/17653	8.50746101036767e-05	0.000805923734143301	0.000580424210298464	EOMES/TNFSF8/NCKAP1L/GPR18	4
GO:0045059	GO:0045059	positive thymic T cell selection	4/461	10/17653	8.50746101036767e-05	0.000805923734143301	0.000580424210298464	CD3D/CD74/DOCK2/ZAP70	4
GO:0051132	GO:0051132	NK T cell activation	4/461	10/17653	8.50746101036767e-05	0.000805923734143301	0.000580424210298464	RASAL3/IL15/IL18/CD300A	4
GO:0048017	GO:0048017	inositol lipid-mediated signaling	14/461	161/17653	8.60176342095805e-05	0.000813177016187478	0.000585648005459477	CCL5/PIK3R5/HCLS1/PTPN6/FGR/CD28/HCST/CSF1R/IGF1/FLT3/NCF1/IL18/PIK3AP1/PTAFR	14
GO:0030832	GO:0030832	regulation of actin filament length	15/461	182/17653	8.94327928727587e-05	0.000843722953336623	0.000607647111201742	CCR7/HCLS1/WAS/RHOH/RAC2/PLEK/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/CAPG/RHOG/ABI2/PRKCD	15
GO:0007265	GO:0007265	Ras protein signal transduction	27/461	463/17653	9.16095469027634e-05	0.000862484132544497	0.000621158864441735	GRAP2/P2RY10/WAS/DOK2/P2RY8/FGD2/RHOH/RAC2/RASGRP4/VAV1/RASAL3/FGD3/FBP1/ARHGAP4/GPR18/CYTH4/IGF1/ADAP2/SAMD3/RAP2B/GPR65/RHOG/ARHGDIB/ABI2/GPR55/DOK1/SMAP2	27
GO:0030833	GO:0030833	regulation of actin filament polymerization	14/461	162/17653	9.19545293462939e-05	0.000863958026747454	0.000622220359273779	CCR7/HCLS1/WAS/RHOH/RAC2/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/CAPG/RHOG/ABI2/PRKCD	14
GO:0002562	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	8/461	56/17653	9.62512198787522e-05	0.000898802124529692	0.000647314989301416	FOXP3/IL10/CD28/CD40LG/BATF/TNFSF13/CD40/TGFB1	8
GO:0016444	GO:0016444	somatic cell DNA recombination	8/461	56/17653	9.62512198787522e-05	0.000898802124529692	0.000647314989301416	FOXP3/IL10/CD28/CD40LG/BATF/TNFSF13/CD40/TGFB1	8
GO:0016445	GO:0016445	somatic diversification of immunoglobulins	8/461	56/17653	9.62512198787522e-05	0.000898802124529692	0.000647314989301416	FOXP3/IL10/CD28/CD40LG/BATF/TNFSF13/CD40/TGFB1	8
GO:0098581	GO:0098581	detection of external biotic stimulus	5/461	19/17653	0.000102065309104099	0.00095115740293149	0.000685021126785533	CD1D/TLR2/NOD2/TLR1/NLRC4	5
GO:0002920	GO:0002920	regulation of humoral immune response	12/461	125/17653	0.000106638670200735	0.000983074227693707	0.000708007542277486	CCR7/C1QB/C1QC/C1QA/C3AR1/PTPN6/C5AR1/C5AR2/C2/CR1/CD55/C4BPB	12
GO:0001913	GO:0001913	T cell mediated cytotoxicity	6/461	30/17653	0.000106991066438203	0.000983074227693707	0.000708007542277486	IL12RB1/IL7R/RIPK3/PTPRC/CTSC/LILRB1	6
GO:0032689	GO:0032689	negative regulation of interferon-gamma production	6/461	30/17653	0.000106991066438203	0.000983074227693707	0.000708007542277486	CD96/FOXP3/LGALS9/IL10/HAVCR2/LILRB1	6
GO:0045191	GO:0045191	regulation of isotype switching	6/461	30/17653	0.000106991066438203	0.000983074227693707	0.000708007542277486	FOXP3/IL10/CD28/TNFSF13/CD40/TGFB1	6
GO:0050716	GO:0050716	positive regulation of interleukin-1 secretion	6/461	30/17653	0.000106991066438203	0.000983074227693707	0.000708007542277486	TLR8/LGALS9/PYCARD/NOD2/NLRP3/CCL3	6
GO:0072677	GO:0072677	eosinophil migration	6/461	30/17653	0.000106991066438203	0.000983074227693707	0.000708007542277486	CCL5/CCL23/CCL4/PTGER4/CCL3/CD300A	6
GO:0090023	GO:0090023	positive regulation of neutrophil chemotaxis	6/461	30/17653	0.000106991066438203	0.000983074227693707	0.000708007542277486	CCR7/CD74/C3AR1/RAC2/C5AR1/NCKAP1L	6
GO:0010324	GO:0010324	membrane invagination	11/461	107/17653	0.000111164496870371	0.0010193784363013	0.000734153740383901	RHOH/FCER1G/ITGB2/RAC2/IGLL5/MSR1/NCKAP1L/PPARG/RHOG/ITGAM/CD300A	11
GO:0002437	GO:0002437	inflammatory response to antigenic stimulus	7/461	43/17653	0.000113007312970442	0.00103214846607466	0.000743350683137508	CCR7/CD6/FCER1G/IL10/CD28/BTK/IL2RA	7
GO:0032732	GO:0032732	positive regulation of interleukin-1 production	7/461	43/17653	0.000113007312970442	0.00103214846607466	0.000743350683137508	TLR8/LGALS9/HAVCR2/PYCARD/NOD2/NLRP3/CCL3	7
GO:0032481	GO:0032481	positive regulation of type I interferon production	9/461	73/17653	0.000115284659983709	0.00105085520084554	0.000756823225633349	TLR8/PTPN22/TLR2/SYK/TLR7/IRF5/CD14/PLCG2/RNF135	9
GO:0034142	GO:0034142	toll-like receptor 4 signaling pathway	6/461	31/17653	0.000129768321710557	0.00117023271164309	0.000842798603323053	PTPN22/ITGB2/PIK3AP1/TNIP3/CD14/ITGAM	6
GO:2000403	GO:2000403	positive regulation of lymphocyte migration	6/461	31/17653	0.000129768321710557	0.00117023271164309	0.000842798603323053	CCL5/CCR2/CCL4/PYCARD/SPN/CCL3	6
GO:0030316	GO:0030316	osteoclast differentiation	10/461	91/17653	0.00012992284491834	0.00117023271164309	0.000842798603323053	LILRB3/TYROBP/MAFB/GPR183/LILRB4/CSF1R/LILRB1/CEBPB/GPR55/CCL3	10
GO:0032088	GO:0032088	negative regulation of NF-kappaB transcription factor activity	10/461	91/17653	0.00012992284491834	0.00117023271164309	0.000842798603323053	FOXP3/ARRB2/IL10/CMKLR1/HAVCR2/PYCARD/GFI1/NOD2/NLRP3/TMIGD3	10
GO:0002921	GO:0002921	negative regulation of humoral immune response	4/461	11/17653	0.000130933343745454	0.00117023271164309	0.000842798603323053	PTPN6/CR1/CD55/C4BPB	4
GO:0032494	GO:0032494	response to peptidoglycan	4/461	11/17653	0.000130933343745454	0.00117023271164309	0.000842798603323053	C5AR1/NOD2/IRF5/NLRP3	4
GO:0043301	GO:0043301	negative regulation of leukocyte degranulation	4/461	11/17653	0.000130933343745454	0.00117023271164309	0.000842798603323053	CCR2/LGALS9/CD84/CD300A	4
GO:0045628	GO:0045628	regulation of T-helper 2 cell differentiation	4/461	11/17653	0.000130933343745454	0.00117023271164309	0.000842798603323053	CD86/IL18/IL4R/NLRP3	4
GO:0045953	GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	4/461	11/17653	0.000130933343745454	0.00117023271164309	0.000842798603323053	ARRB2/LGALS9/HAVCR2/LILRB1	4
GO:0070673	GO:0070673	response to interleukin-18	4/461	11/17653	0.000130933343745454	0.00117023271164309	0.000842798603323053	ALOX5/IL18R1/IL18/IL18RAP	4
GO:0050704	GO:0050704	regulation of interleukin-1 secretion	7/461	44/17653	0.000131399144224792	0.00117211104332816	0.000844151372994417	CCR7/TLR8/LGALS9/PYCARD/NOD2/NLRP3/CCL3	7
GO:0034123	GO:0034123	positive regulation of toll-like receptor signaling pathway	5/461	20/17653	0.000133181423422881	0.00118570257552215	0.000853939959688454	PTPN22/TLR5/TLR2/CYBA/TLR1	5
GO:0072593	GO:0072593	reactive oxygen species metabolic process	18/461	256/17653	0.000143624059043759	0.0012761944006117	0.000919111940473833	RIPK3/TLR5/ITGB2/RAC2/IL10/VAV1/NRROS/TLR2/ACP5/NCF2/SYK/NCF1/CYBB/CYBA/TGFB1/P2RX4/PRKCD/ITGAM	18
GO:0032648	GO:0032648	regulation of interferon-beta production	7/461	45/17653	0.000152145894641608	0.00134669677013855	0.000969887566532662	TLR8/TLR2/LILRB1/PYCARD/TLR7/IRF5/RNF135	7
GO:0045824	GO:0045824	negative regulation of innate immune response	7/461	45/17653	0.000152145894641608	0.00134669677013855	0.000969887566532662	CD96/ARRB2/LGALS9/HAVCR2/PPARG/LILRB1/CR1	7
GO:0014065	GO:0014065	phosphatidylinositol 3-kinase signaling	12/461	130/17653	0.000155168958444736	0.00136957905442717	0.000986367329102457	CCL5/PIK3R5/HCLS1/PTPN6/FGR/CD28/HCST/IGF1/FLT3/NCF1/IL18/PIK3AP1	12
GO:0046777	GO:0046777	protein autophosphorylation	17/461	235/17653	0.000155451418409433	0.00136957905442717	0.000986367329102457	LCK/SLA2/GRAP2/RIPK3/FGR/MAP4K1/HCK/BTK/SLA/TEC/CSF1R/GPNMB/SYK/FLT3/RAP2B/PIM3/ZAP70	17
GO:0002714	GO:0002714	positive regulation of B cell mediated immunity	6/461	32/17653	0.000156224611879042	0.00136957905442717	0.000986367329102457	FCER1G/CD28/BTK/TNFSF13/CD40/TGFB1	6
GO:0002891	GO:0002891	positive regulation of immunoglobulin mediated immune response	6/461	32/17653	0.000156224611879042	0.00136957905442717	0.000986367329102457	FCER1G/CD28/BTK/TNFSF13/CD40/TGFB1	6
GO:0071624	GO:0071624	positive regulation of granulocyte chemotaxis	6/461	32/17653	0.000156224611879042	0.00136957905442717	0.000986367329102457	CCR7/CD74/C3AR1/RAC2/C5AR1/NCKAP1L	6
GO:0002885	GO:0002885	positive regulation of hypersensitivity	3/461	5/17653	0.000170149148182169	0.00147992306789362	0.00106583680513856	CCR7/FCER1G/BTK	3
GO:0030885	GO:0030885	regulation of myeloid dendritic cell activation	3/461	5/17653	0.000170149148182169	0.00147992306789362	0.00106583680513856	CD2/IL10/HAVCR2	3
GO:0050859	GO:0050859	negative regulation of B cell receptor signaling pathway	3/461	5/17653	0.000170149148182169	0.00147992306789362	0.00106583680513856	PTPN6/FCRL3/CD300A	3
GO:1902565	GO:1902565	positive regulation of neutrophil activation	3/461	5/17653	0.000170149148182169	0.00147992306789362	0.00106583680513856	ITGB2/PTAFR/ITGAM	3
GO:0002861	GO:0002861	regulation of inflammatory response to antigenic stimulus	5/461	21/17653	0.000171070714500244	0.00147992306789362	0.00106583680513856	CCR7/FCER1G/IL10/CD28/BTK	5
GO:0034162	GO:0034162	toll-like receptor 9 signaling pathway	5/461	21/17653	0.000171070714500244	0.00147992306789362	0.00106583680513856	TLR8/HAVCR2/PIK3AP1/TLR7/FCRL3	5
GO:0050857	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	5/461	21/17653	0.000171070714500244	0.00147992306789362	0.00106583680513856	CCR7/LCK/TRAT1/PTPRC/NFAM1	5
GO:0043901	GO:0043901	negative regulation of multi-organism process	14/461	172/17653	0.000173840399817605	0.00150105128656068	0.00108105329413783	CCL5/APOBEC3H/CCL4/IL10/HAVCR2/IGF1/IFITM2/IL2RA/ISG20/ARHGDIB/IFITM1/IRF8/CCL3/APOBEC3D	14
GO:0002762	GO:0002762	negative regulation of myeloid leukocyte differentiation	7/461	46/17653	0.000175467227382629	0.00150941320365733	0.00108707552542571	C1QC/LILRB3/MAFB/LILRB4/LILRB1/GPR55/CCL3	7
GO:0031343	GO:0031343	positive regulation of cell killing	7/461	46/17653	0.000175467227382629	0.00150941320365733	0.00108707552542571	SLAMF6/SH2D1A/IL12RB1/CRTAM/VAV1/IL18RAP/LAG3	7
GO:0032956	GO:0032956	regulation of actin cytoskeleton organization	21/461	331/17653	0.000175829271311678	0.00150969514787274	0.00108727858092792	CCR7/HCLS1/WAS/RHOH/RAC2/TRPM2/PLEK/PTGER4/ARPC1B/HCK/NCKAP1L/CSF1R/PYCARD/CORO1A/GPR65/CAPG/RHOG/TGFB1/ARHGDIB/ABI2/PRKCD	21
GO:0002701	GO:0002701	negative regulation of production of molecular mediator of immune response	6/461	33/17653	0.000186770567493937	0.00159765494768601	0.00115062700359089	CD96/FOXP3/IL10/LILRB1/TGFB1/FCRL3	6
GO:1902624	GO:1902624	positive regulation of neutrophil migration	6/461	33/17653	0.000186770567493937	0.00159765494768601	0.00115062700359089	CCR7/CD74/C3AR1/RAC2/C5AR1/NCKAP1L	6
GO:0038110	GO:0038110	interleukin-2-mediated signaling pathway	4/461	12/17653	0.000192355700294977	0.00163324238120828	0.00117625698211568	IL2RG/IL2RB/SYK/IL2RA	4
GO:0045078	GO:0045078	positive regulation of interferon-gamma biosynthetic process	4/461	12/17653	0.000192355700294977	0.00163324238120828	0.00117625698211568	EBI3/TLR8/IL27/TLR7	4
GO:0060670	GO:0060670	branching involved in labyrinthine layer morphogenesis	4/461	12/17653	0.000192355700294977	0.00163324238120828	0.00117625698211568	IL10/ST14/SPINT2/SPINT1	4
GO:0090197	GO:0090197	positive regulation of chemokine secretion	4/461	12/17653	0.000192355700294977	0.00163324238120828	0.00117625698211568	ALOX15B/CSF1R/PYCARD/IL4R	4
GO:0071260	GO:0071260	cellular response to mechanical stimulus	9/461	78/17653	0.000193046478018331	0.00163607782202227	0.00117829905933166	TLR8/TLR5/PTGER4/CYBA/TNFRSF8/CD40/TGFB1/TLR7/TNFRSF10A	9
GO:0032608	GO:0032608	interferon-beta production	7/461	47/17653	0.000201595213046441	0.00170537647936888	0.00122820777495958	TLR8/TLR2/LILRB1/PYCARD/TLR7/IRF5/RNF135	7
GO:0051896	GO:0051896	regulation of protein kinase B signaling	16/461	218/17653	0.000204437674117736	0.00172623708255952	0.00124323152797778	CCR7/ICOS/LCK/TRAT1/PIK3R5/HCLS1/CD80/ARRB2/VAV1/CD28/CD86/IL18/PIK3AP1/TGFB1/CCL3/HPSE	16
GO:1904951	GO:1904951	positive regulation of establishment of protein localization	26/461	462/17653	0.000216352875833903	0.00181942770942098	0.0013103471788908	CD2/TLR8/CRTAM/PTPN22/FGR/RAC2/LGALS9/IL10/PTGER4/ALOX15B/TLR2/HAVCR2/CSF1R/IGF1/PYCARD/NOD2/SYK/TRPV4/TLR1/TGFB1/IL4R/CD14/NLRP3/CCL3/PRKCD/ITGAM	26
GO:0010758	GO:0010758	regulation of macrophage chemotaxis	5/461	22/17653	0.000216664673793643	0.00181942770942098	0.0013103471788908	CCL5/C3AR1/CMKLR1/C5AR1/TRPV4	5
GO:0035590	GO:0035590	purinergic nucleotide receptor signaling pathway	5/461	22/17653	0.000216664673793643	0.00181942770942098	0.0013103471788908	GPR171/P2RY10/P2RY8/PTAFR/P2RX4	5
GO:0030041	GO:0030041	actin filament polymerization	14/461	176/17653	0.00022101961585081	0.00185260500672023	0.00133424138347733	CCR7/HCLS1/WAS/RHOH/RAC2/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/CAPG/RHOG/ABI2/PRKCD	14
GO:0048246	GO:0048246	macrophage chemotaxis	6/461	34/17653	0.000221841517364778	0.00185272014046905	0.0013343243025085	CCL5/C3AR1/CMKLR1/C5AR1/TRPV4/CCL3	6
GO:0072604	GO:0072604	interleukin-6 secretion	6/461	34/17653	0.000221841517364778	0.00185272014046905	0.0013343243025085	TLR8/PTPN22/LGALS9/C5AR2/PYCARD/TRPV4	6
GO:0070231	GO:0070231	T cell apoptotic process	7/461	48/17653	0.000230774454705976	0.00192381977241255	0.0013855300754309	PDCD1/CD27/CCL5/FASLG/RIPK3/LGALS9/IL2RA	7
GO:0046427	GO:0046427	positive regulation of JAK-STAT cascade	9/461	80/17653	0.000234464102228766	0.00195103068733011	0.00140512730669909	CCL5/HCLS1/IL15/CSF1R/IGF1/FLT3/IL18/CD40/CD300A	9
GO:0051235	GO:0051235	maintenance of location	20/461	314/17653	0.000236787842013178	0.00196679756454786	0.00141648257131072	CCR7/LCK/FASLG/CCR5/PTPN6/CD4/TRPM2/IL10/MSR1/SRGN/PTPRC/PPARG/CORO1A/CXCL9/CYBA/ABCG1/TGFB1/GAA/CCL3/PLCG2	20
GO:0045637	GO:0045637	regulation of myeloid cell differentiation	17/461	244/17653	0.000243090240405861	0.00201549503121315	0.00145155436214559	GPR171/C1QC/CD74/HCLS1/SPI1/LILRB3/EVI2B/CD4/TYROBP/MAFB/NCKAP1L/LILRB4/CSF3R/LILRB1/CEBPB/GPR55/CCL3	17
GO:0051090	GO:0051090	regulation of DNA binding transcription factor activity	24/461	416/17653	0.000261220596758966	0.00215197011100625	0.00154984336525893	RIPK3/FOXP3/ARRB2/ITGB2/LGALS9/IL10/CMKLR1/CD40LG/TLR2/HCK/BTK/NFAM1/HAVCR2/PPARG/PYCARD/GFI1/NOD2/SYK/NLRC4/CD40/CARD11/TGFB1/NLRP3/TMIGD3	24
GO:0010742	GO:0010742	macrophage derived foam cell differentiation	6/461	35/17653	0.000261897343934893	0.00215197011100625	0.00154984336525893	MSR1/ALOX15B/PPARG/IL18/ABCG1/TGFB1	6
GO:0032731	GO:0032731	positive regulation of interleukin-1 beta production	6/461	35/17653	0.000261897343934893	0.00215197011100625	0.00154984336525893	TLR8/LGALS9/PYCARD/NOD2/NLRP3/CCL3	6
GO:0090077	GO:0090077	foam cell differentiation	6/461	35/17653	0.000261897343934893	0.00215197011100625	0.00154984336525893	MSR1/ALOX15B/PPARG/IL18/ABCG1/TGFB1	6
GO:2000249	GO:2000249	regulation of actin cytoskeleton reorganization	6/461	35/17653	0.000261897343934893	0.00215197011100625	0.00154984336525893	HCLS1/TRPM2/HCK/CSF1R/TGFB1/ARHGDIB	6
GO:0046579	GO:0046579	positive regulation of Ras protein signal transduction	7/461	49/17653	0.000263262184568609	0.00215931505589816	0.00155513317576824	P2RY10/P2RY8/RASGRP4/GPR18/IGF1/GPR65/GPR55	7
GO:0001914	GO:0001914	regulation of T cell mediated cytotoxicity	5/461	23/17653	0.000270949353930938	0.00220445019110363	0.00158763938460474	IL12RB1/IL7R/RIPK3/PTPRC/LILRB1	5
GO:0001771	GO:0001771	immunological synapse formation	4/461	13/17653	0.000272130601562629	0.00220445019110363	0.00158763938460474	CCR7/CD6/HAVCR2/DOCK2	4
GO:0034134	GO:0034134	toll-like receptor 2 signaling pathway	4/461	13/17653	0.000272130601562629	0.00220445019110363	0.00158763938460474	TLR2/PIK3AP1/CYBA/TLR1	4
GO:0035723	GO:0035723	interleukin-15-mediated signaling pathway	4/461	13/17653	0.000272130601562629	0.00220445019110363	0.00158763938460474	IL2RG/IL2RB/CD4/IL15	4
GO:0045579	GO:0045579	positive regulation of B cell differentiation	4/461	13/17653	0.000272130601562629	0.00220445019110363	0.00158763938460474	CD27/NCKAP1L/BTK/SYK	4
GO:0071350	GO:0071350	cellular response to interleukin-15	4/461	13/17653	0.000272130601562629	0.00220445019110363	0.00158763938460474	IL2RG/IL2RB/CD4/IL15	4
GO:0071352	GO:0071352	cellular response to interleukin-2	4/461	13/17653	0.000272130601562629	0.00220445019110363	0.00158763938460474	IL2RG/IL2RB/SYK/IL2RA	4
GO:0006956	GO:0006956	complement activation	13/461	159/17653	0.000281336135857403	0.0022750020862543	0.00163845067889106	C1QB/C1QC/C1QA/C3AR1/CFD/IGLL5/C5AR1/VSIG4/C5AR2/C2/CR1/CD55/C4BPB	13
