Rank	Score	Type	ID	Name	Description
7767	-74.47	cp	BRD-K12994359	valdecoxib	Cyclooxygenase inhibitor
7768	-74.55	cp	BRD-A06352418	terfenadine	Histamine receptor antagonist
7775	-74.87	cp	BRD-K92428153	mycophenolate-mofetil	Dehydrogenase inhibitor
7788	-75.35	cp	BRD-K66896231	BRD-K66896231	Acetylcholinesterase inhibitor
7796	-75.79	cp	BRD-K87990216	piretanide	Glucocorticoid receptor agonist
7799	-75.9	cp	BRD-A15914070	4-hydroxy-2-nonenal	Cytotoxic lipid peroxidation product
7800	-75.9	cp	BRD-K78122587	NNC-55-0396	T-type calcium channel blocker
7804	-76.18	cp	BRD-K51967704	BIIB021	HSP inhibitor
7813	-76.68	cp	BRD-K69328504	L-690488	Inositol monophosphatase inhibitor
7814	-76.72	cp	BRD-K09991945	GSK-3-inhibitor-II	PKC inhibitor
7817	-76.77	cp	BRD-A98283014	calmidazolium	Calcium channel blocker
7824	-77.15	cp	BRD-K84955386	hyperoside	Glucosidase inhibitor
7826	-77.18	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
7837	-77.47	cp	BRD-K09668667	benzo(a)pyrene	Carcinogen
7838	-77.51	cp	BRD-K13049116	BMS-754807	IGF-1 inhibitor
7839	-77.52	cp	BRD-K01292756	pimozide	Dopamine receptor antagonist
7840	-77.53	cp	BRD-U37049823	HG-6-64-01	RAF inhibitor
7844	-77.85	cp	BRD-K94176593	TWS-119	Glycogen synthase kinase inhibitor
7852	-78.1	cp	BRD-A11007541	BCI-hydrochloride	Protein phosphatase inhibitor
7856	-78.29	cp	BRD-K32292990	CGP-53353	EGFR inhibitor
7871	-79.24	cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist
7875	-79.44	cp	BRD-K25504083	cytochalasin-d	Actin polymerization inhibitor
7876	-79.49	cp	BRD-K82795137	loratadine	Histamine receptor antagonist
7883	-79.77	cp	BRD-K11911061	GR-127935	Serotonin receptor antagonist
7886	-79.8	cp	BRD-K50387473	XMD-892	MAP kinase inhibitor
7887	-79.87	cp	BRD-K12184916	dactolisib	MTOR inhibitor
7888	-80.08	cp	BRD-K62858456	lomerizine	Calcium channel blocker
7889	-80.09	cp	BRD-K14821540	FCCP	Mitochondrial oxidative phosphorylation uncoupler
7897	-80.4	cp	BRD-K89839824	raltitrexed	Thymidylate synthase inhibitor
7904	-80.68	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
7907	-80.85	cp	BRD-K88677950	PD-198306	MAP kinase inhibitor
7910	-80.92	cp	BRD-A07765530	epinephrine	carbonic anhydrase activator
7913	-81.18	cp	BRD-K04887706	AKT-inhibitor-1-2	AKT inhibitor
7914	-81.19	cp	BRD-K39983086	loteprednol	Glucocorticoid receptor agonist
7917	-81.38	cp	BRD-A28105619	cucurbitacin-i	JAK inhibitor
7919	-81.44	cp	BRD-U68942961	JW-7-24-1	LCK Inhibitor
7924	-81.99	cp	BRD-A61856038	tremulacin	Lipoxygenase inhibitor
7927	-82.05	cp	BRD-K53959060	indirubin	CDK inhibitor
7934	-82.25	cp	BRD-K47598052	PP-1	SRC inhibitor
7942	-82.54	cp	BRD-K26818574	BIX-01294	Histone lysine methyltransferase inhibitor
7943	-82.59	cp	BRD-A81402010	KU-C103443N	CDC inhibitor
7945	-82.64	cp	BRD-K11663430	pyroxamide	HDAC inhibitor
7947	-82.73	cp	BRD-K33312228	halometasone	Glucocorticoid receptor agonist
7948	-82.78	cp	BRD-K28360340	TW-37	BCL inhibitor
7950	-82.98	cp	BRD-K77908580	entinostat	HDAC inhibitor
7954	-83.13	cp	BRD-K64890080	BI-2536	PLK inhibitor
7957	-83.2	cp	BRD-A19633847	perhexiline	Carnitine palmitoyltransferase inhibitor
7960	-83.28	cp	BRD-K39120595	bithionol	Autotaxin inhibitor
7972	-83.9	cp	BRD-K74133369	oligomycin-a	ATP synthase inhibitor
7973	-83.94	cp	BRD-K36198571	WAY-170523	Metalloproteinase inhibitor
7981	-84.23	cp	BRD-A45889380	mepacrine	Cytokine production inhibitor
7982	-84.31	cp	BRD-K62289640	lylamine	Cannabinoid receptor agonist
7983	-84.39	cp	BRD-K26241953	piceatannol	SYK inhibitor
7986	-84.5	cp	BRD-K82823804	SA-792987	PKC inhibitor
7987	-84.5	cp	BRD-K27305650	LY-294002	MTOR inhibitor
7989	-84.54	cp	BRD-K78431006	crizotinib	ALK inhibitor
7993	-84.66	cp	BRD-K15592317	CP466722	ATM kinase inhibitor
8002	-84.92	cp	BRD-K56957086	dacinostat	HDAC inhibitor
8007	-85	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
8010	-85.1	cp	BRD-K14200658	syrosingopine	Vesicular monoamine transporter inhibitor
8013	-85.22	cp	BRD-K72093121	vidarabine	Antiviral
8014	-85.26	cp	BRD-A19500257	geldanamycin	HSP inhibitor
8018	-85.47	cp	BRD-K13514097	everolimus	MTOR inhibitor
8022	-85.75	cp	BRD-A52282606	lacidipine	Calcium channel blocker
8029	-86.12	cp	BRD-K88868628	iodoacetic-acid	Cysteine peptidase inhibitor
8030	-86.17	cp	BRD-K57080016	selumetinib	MEK inhibitor
8045	-86.7	cp	BRD-A08003242	rhodomyrtoxin-b	sodium fluorescein uptake inhibitor
8047	-86.74	cp	BRD-A72711497	lasalocid	Bacterial permeability inducer
8058	-87.16	cp	BRD-K76805682	SB-415286	Glycogen synthase kinase inhibitor
8060	-87.26	cp	BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor
8062	-87.3	cp	BRD-K64517075	heliomycin	ATP synthase inhibitor
8065	-87.38	cp	BRD-K32744045	disulfiram	Aldehyde dehydrogenase inhibitor
8067	-87.49	cp	BRD-K98493452	honokiol	AKT inhibitor
8068	-87.52	cp	BRD-K08417745	SID-26681509	Cathepsin inhibitor
8071	-87.6	cp	BRD-K60219430	serdemetan	MDM inhibitor
8078	-87.71	cp	BRD-K77286328	reversine	Aurora kinase inhibitor
8080	-87.76	cp	BRD-A62025033	temsirolimus	MTOR inhibitor
8082	-87.8	cp	BRD-K40255344	tyrphostin-A9	Protein tyrosine kinase inhibitor
8083	-87.81	cp	BRD-K05653692	DL-PDMP	Glucosyltransferase inhibitor
8085	-87.83	cp	BRD-K92870997	pterostilbene	Cyclooxygenase inhibitor
8086	-87.86	cp	BRD-K54095730	CMPD-1	p38 MAPK inhibitor
8089	-88.01	cp	BRD-K67566344	KU-0063794	MTOR inhibitor
8092	-88.11	cp	BRD-K28143534	cyproheptadine	Histamine receptor antagonist
8093	-88.12	cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor
8098	-88.25	cp	BRD-A35989968	megestrol	Progesterone receptor agonist
8099	-88.38	cp	BRD-K01436366	XMD-1150	Leucine rich repeat kinase inhibitor
8114	-88.77	cp	BRD-K68065987	MK-2206	AKT inhibitor
8116	-88.8	cp	BRD-K73395020	SA-1478088	-666
8119	-88.84	cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor
8120	-89.09	cp	BRD-K31912990	CGP-71683	Neuropeptide receptor antagonist
8128	-89.4	cp	BRD-K26664453	cytochalasin-b	Microtubule inhibitor
8130	-89.53	cp	BRD-K10705233	GW-405833	Cannabinoid receptor agonist
8134	-89.65	cp	BRD-K51018020	VAMA-37	DNA dependent protein kinase inhibitor
8136	-89.68	cp	BRD-K33551950	radicicol	HSP inhibitor
8138	-89.85	cp	BRD-K17075857	chloroxine	Opioid receptor antagonist
8141	-89.91	cp	BRD-K12502280	TG-101348	FLT3 inhibitor
8144	-90.1	cp	BRD-K41731458	triclosan	Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor
8149	-90.38	cp	BRD-K89930444	AG-592	Tyrosine kinase inhibitor
8150	-90.48	cp	BRD-K09499853	KU-0060648	DNA dependent protein kinase inhibitor
8151	-90.5	cp	BRD-K22010301	JLK-6	Gamma secretase inhibitor
8157	-90.8	cp	BRD-K68202742	trichostatin-a	HDAC inhibitor
8162	-91.06	cp	BRD-K67868012	PI-103	MTOR inhibitor
8164	-91.09	cp	BRD-K15916496	clotrimazole	Cytochrome P450 inhibitor
8165	-91.11	cp	BRD-K49810818	sorafenib	FLT3 inhibitor
8166	-91.12	cp	BRD-K21806131	tegaserod	Serotonin receptor partial agonist
8170	-91.23	cp	BRD-K06792661	narciclasine	Coflilin signaling pathway activator
8173	-91.25	cp	BRD-M64432851	sunitinib	FLT3 inhibitor
8177	-91.32	cp	BRD-K74402642	NSC-632839	Ubiquitin specific protease inhibitor
8183	-91.54	cp	BRD-A50737080	CGK-733	ATR kinase inhibitor
8184	-91.57	cp	BRD-K21672174	RO-28-1675	Glucokinase activator
8185	-91.65	cp	BRD-K83289131	CAY-10618	NAMPT inhibitor
8186	-91.68	cp	BRD-K15616905	CCCP	Mitochondrial oxidative phosphorylation uncoupler
8189	-91.84	cp	BRD-K17140735	SCH-79797	Proteasome inhibitor
8190	-91.86	cp	BRD-K28296557	AKT-inhibitor-IV	AKT inhibitor
8191	-91.86	cp	BRD-K10573841	tunicamycin	GLCNAC phosphotransferase inhibitor
8192	-91.86	cp	BRD-K68143200	SA-792541	CDC inhibitor
8195	-91.97	cp	BRD-K24132293	piperlongumine	Glutathione transferase inhibitor
8197	-92	cp	BRD-A39646320	HC-toxin	HDAC inhibitor
8198	-92.01	cp	BRD-K26669427	WR-216174	PFMRK inhibitor
8202	-92.04	cp	BRD-K06593056	LE-135	Retinoid receptor agonist
8203	-92.07	cp	BRD-A34205397	suloctidil	Adrenergic receptor antagonist
8204	-92.14	cp	BRD-A65449987	flunisolide	Cytochrome P450 inhibitor
8207	-92.16	cp	BRD-U25771771	WZ-4-145	EGFR inhibitor
8208	-92.16	cp	BRD-A70649075	sulconazole	Sterol demethylase inhibitor
8210	-92.24	cp	BRD-K95435023	PHA-665752	c-Met inhibitor
8211	-92.24	cp	BRD-K03406345	azacitidine	DNA methyltransferase inhibitor
8213	-92.3	cp	BRD-U86922168	QL-XII-47	BTK inhibitor
8217	-92.39	cp	BRD-K18518344	digitoxigenin	ATPase inhibitor
8218	-92.42	cp	BRD-K69932463	AZD-8055	MTOR inhibitor
8220	-92.46	cp	BRD-K04923131	GSK-3-inhibitor-IX	Glycogen synthase kinase inhibitor
8223	-92.51	cp	BRD-K67537649	PQ-401	IGF-1 inhibitor
8226	-92.6	cp	BRD-K15935639	z-leu3-VS	Proteasome inhibitor
8228	-92.68	cp	BRD-A02481876	importazole	Importin-beta transport receptor inhibitor
8229	-92.74	cp	BRD-A60245366	AS-601245	JNK inhibitor
8232	-92.85	cp	BRD-A55484088	BNTX	Opioid receptor antagonist
8234	-92.93	cp	BRD-K38477985	malonoben	Protein tyrosine kinase inhibitor
8235	-92.95	cp	BRD-A38030642	cyclosporin-a	Calcineurin inhibitor
8237	-92.98	cp	BRD-K00615600	AG-14361	PARP inhibitor
8238	-92.98	cp	BRD-K93658967	aloisine	CDK inhibitor
8239	-92.99	cp	BRD-K61829047	7b-cis	Exportin antagonist
8240	-93.06	cp	BRD-A80960055	celastrol	Anti-inflammatory
8242	-93.08	cp	BRD-A48570745	ivermectin	GABA receptor agonist
8246	-93.22	cp	BRD-K63606607	bufalin	ATPase inhibitor
8248	-93.32	cp	BRD-K17743125	belinostat	HDAC inhibitor
8250	-93.45	cp	BRD-K05350981	oligomycin-c	ATPase inhibitor
8251	-93.5	cp	BRD-K64606589	apicidin	HDAC inhibitor
8254	-93.52	cp	BRD-A80502530	cinobufagin	ATPase inhibitor
8260	-93.65	cp	BRD-K07691486	roscovitine	CDK inhibitor
8261	-93.66	cp	BRD-K69840642	ISOX	HDAC inhibitor
8262	-93.74	cp	BRD-K76907295	VU-0418947-2	HIF modulator
8263	-93.76	cp	BRD-A11678676	wortmannin	PI3K inhibitor
8264	-93.76	cp	BRD-K07303502	arachidonyl-trifluoro-methane	Cytosolic phospholipase inhibitor
8265	-93.77	cp	BRD-K76674262	homoharringtonine	Protein synthesis inhibitor
8269	-93.85	cp	BRD-K74305673	IKK-2-inhibitor-V	IKK inhibitor
8270	-93.92	cp	BRD-K44432556	VU-0418946-1	HIF modulator
8271	-93.97	cp	BRD-A17065207	brefeldin-a	Protein synthesis inhibitor
8273	-94.1	cp	BRD-K95901403	XL-147	PI3K inhibitor
8279	-94.19	cp	BRD-K88625236	nonoxynol-9	Membrane integrity inhibitor
8281	-94.24	cp	BRD-K85985071	ellipticine	Topoisomerase inhibitor
8284	-94.36	cp	BRD-K24681473	YM-155	Survivin inhibitor
8285	-94.38	cp	BRD-K84595254	strophanthidin	ATPase inhibitor
8286	-94.38	cp	BRD-K19295594	gossypol	BCL inhibitor
8288	-94.4	cp	BRD-A34806832	proscillaridin	ATPase inhibitor
8290	-94.49	cp	BRD-A25687296	emetine	Protein synthesis inhibitor
8292	-94.54	cp	BRD-K20755323	SA-792728	Sphingosine kinase inhibitor
8296	-94.76	cp	BRD-K80348542	cephaeline	Protein synthesis inhibitor
8297	-94.82	cp	BRD-K35960502	niclosamide	DNA replication inhibitor
8298	-94.86	cp	BRD-K37798499	etoposide	Topoisomerase inhibitor
8299	-94.86	cp	BRD-K68336408	tyrphostin-AG-1478	EGFR inhibitor
8302	-94.91	cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor
8303	-94.96	cp	BRD-A68930007	ouabain	ATPase inhibitor
8304	-95.03	cp	BRD-K75295174	alisertib	Aurora kinase inhibitor
8305	-95.12	cp	BRD-K15409150	penfluridol	T-type calcium channel blocker
8306	-95.13	cp	BRD-K17705806	JTC-801	Opioid receptor antagonist
8307	-95.14	cp	BRD-A93236127	digitoxin	ATPase inhibitor
8309	-95.17	cp	BRD-A62809825	thapsigargin	ATPase inhibitor
8310	-95.21	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
8314	-95.27	cp	BRD-K02130563	panobinostat	HDAC inhibitor
8315	-95.28	cp	BRD-K31542390	mycophenolic-acid	Dehydrogenase inhibitor
8318	-95.38	cp	BRD-A52193669	withaferin-a	IKK inhibitor
8322	-95.53	cp	BRD-A71459254	cymarin	ATPase inhibitor
8325	-95.56	cp	BRD-K08554278	bisbenzimide	DNA binding agent
8331	-95.64	cp	BRD-K91370081	anisomycin	DNA synthesis inhibitor
8332	-95.67	cp	BRD-K03816923	rottlerin	MAP kinase inhibitor
8333	-95.69	cp	BRD-A94756469	digoxin	ATPase inhibitor
8335	-95.74	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
8336	-95.74	cp	BRD-K66792149	quinoclamine	Algicide
8337	-95.74	cp	BRD-K59469039	AG-879	Angiogenesis inhibitor
8340	-95.8	cp	BRD-K55677650	CO-101244	Ionotropic glutamate receptor antagonist
8344	-95.95	cp	BRD-A62184259	cycloheximide	Protein synthesis inhibitor
8348	-96.03	cp	BRD-K06426971	ryuvidine	Histone lysine methyltransferase inhibitor
8350	-96.1	cp	BRD-A06352508	SB-218078	CHK inhibitor
8351	-96.11	cp	BRD-A22713669	BVT-948	Tyrosine phosphatase inhibitor
8354	-96.3	cp	BRD-K60623809	SU-11652	Tyrosine kinase inhibitor
8357	-96.36	cp	BRD-A28970875	puromycin	Protein synthesis inhibitor
8358	-96.36	cp	BRD-K15563106	phloretin	Sodium/glucose cotransporter inhibitor
8360	-96.37	cp	BRD-K81418486	vorinostat	HDAC inhibitor
8364	-96.44	cp	BRD-K97365803	PI-828	PI3K inhibitor
8366	-96.47	cp	BRD-K16485616	mocetinostat	HDAC inhibitor
8368	-96.55	cp	BRD-K33106058	cytarabine	Ribonucleotide reductase inhibitor
8371	-96.58	cp	BRD-A78360835	cercosporin	Photoactivated toxin
8375	-96.69	cp	BRD-K03109492	NSC-663284	CDC inhibitor
8380	-96.84	cp	BRD-A58564983	selamectin	Nematocide
8382	-96.98	cp	BRD-K51575138	TPCA-1	IKK inhibitor
8386	-97.03	cp	BRD-K69650333	idarubicin	Topoisomerase inhibitor
8388	-97.18	cp	BRD-K38615104	A-443644	AKT inhibitor
8389	-97.18	cp	BRD-K28907958	CD-437	Retinoid receptor agonist
8393	-97.22	cp	BRD-K16406336	methylene-blue	Guanylyl cyclase inhibitor
8396	-97.25	cp	BRD-A13122391	triptolide	RNA polymerase inhibitor
8397	-97.29	cp	BRD-A26002865	verrucarin-a	Protein synthesis inhibitor
8399	-97.32	cp	BRD-K78599730	manumycin-a	Farnesyltransferase inhibitor
8400	-97.35	cp	BRD-K83794624	pirarubicin	Topoisomerase inhibitor
8402	-97.36	cp	BRD-K08547377	irinotecan	Topoisomerase inhibitor
8403	-97.38	cp	BRD-K71035033	masitinib	KIT inhibitor
8404	-97.39	cp	BRD-A79465854	auranofin	NFkB pathway inhibitor
8405	-97.39	cp	BRD-K92093830	doxorubicin	Topoisomerase inhibitor
8408	-97.43	cp	BRD-K81528515	nilotinib	ABL inhibitor
8412	-97.5	cp	BRD-A02333338	cyclopamine	Smoothened receptor antagonist
8413	-97.53	cp	BRD-K49669041	BX-912	Pyruvate dehydrogenase kinase inhibitor
8415	-97.6	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
8421	-97.71	cp	BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
8422	-97.74	cp	BRD-K43389675	daunorubicin	RNA synthesis inhibitor
8424	-97.76	cp	BRD-K65503129	HSP90-inhibitor	HSP inhibitor
8427	-97.8	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
8429	-97.83	cp	BRD-A35588707	teniposide	Topoisomerase inhibitor
8430	-97.85	cp	BRD-K87909389	alvocidib	CDK inhibitor
8435	-97.96	cp	BRD-K74761218	WT-171	HDAC inhibitor
8436	-97.96	cp	BRD-A36630025	SN-38	Topoisomerase inhibitor
8437	-97.96	cp	BRD-K54233340	dorsomorphin	AMPK inhibitor
8438	-97.96	cp	BRD-K98490050	amsacrine	Topoisomerase inhibitor
8441	-97.99	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
8442	-97.99	cp	BRD-K79090631	CGP-60474	CDK inhibitor
8444	-98.03	cp	BRD-K17953061	staurosporine	PKC inhibitor
8445	-98.03	cp	BRD-K23192422	lestaurtinib	FLT3 inhibitor
8446	-98.03	cp	BRD-A82371568	clofarabine	Ribonucleoside reductase inhibitor
8447	-98.05	cp	BRD-K12867552	THM-I-94	HDAC inhibitor
8451	-98.1	cp	BRD-K14618467	IKK-16	IKK inhibitor
8453	-98.13	cp	BRD-K19220233	JNK-9L	JNK inhibitor
8454	-98.13	cp	BRD-K11927976	ER-27319	Mediator release inhibitor
8455	-98.13	cp	BRD-K21680192	mitoxantrone	Topoisomerase inhibitor
8459	-98.17	cp	BRD-K64800655	PHA-793887	CDK inhibitor
8460	-98.17	cp	BRD-A59985574	topotecan	Topoisomerase inhibitor
8461	-98.17	cp	BRD-K13390322	AT-7519	CDK inhibitor
8462	-98.17	cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor
8463	-98.17	cp	BRD-K04548931	pidorubicine	Topoisomerase inhibitor
8465	-98.2	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
8466	-98.2	cp	BRD-A48237631	mitomycin-c	DNA alkylating agent
8467	-98.24	cp	BRD-K13566078	BMS-345541	IKK inhibitor
8469	-98.26	cp	BRD-K78126613	menadione	Mitochondrial DNA polymerase inhibitor
8470	-98.27	cp	BRD-K11636097	JNJ-7706621	CDK inhibitor
8472	-98.31	cp	BRD-U51951544	ZG-10	JNK inhibitor
8473	-98.31	cp	BRD-A30437061	camptothecin	Topoisomerase inhibitor
8474	-98.34	cp	BRD-K13810148	givinostat	HDAC inhibitor
8475	-98.38	cp	BRD-A73909368	dactinomycin	RNA polymerase inhibitor
8476	-98.41	cp	BRD-A80638690	floxuridine	DNA synthesis inhibitor
8482	-98.56	cp	BRD-K56334280	amonafide	Topoisomerase inhibitor
8484	-98.59	cp	BRD-K22503835	scriptaid	HDAC inhibitor
8485	-98.61	cp	BRD-K52522949	NCH-51	HDAC inhibitor
8486	-98.7	cp	BRD-M86331534	pyrvinium-pamoate	AKT inhibitor
8497	-98.87	cp	BRD-K04853698	LDN-193189	Serine/threonine kinase inhibitor
8504	-98.96	cp	BRD-U82589721	HG-5-113-01	Protein kinase inhibitor
8509	-99.12	cp	BRD-K51313569	palbociclib	CDK inhibitor
8522	-99.4	cp	BRD-K07762753	aminopurvalanol-a	Tyrosine kinase inhibitor
8527	-99.51	cp	BRD-K50836978	purvalanol-a	CDK inhibitor
8530	-99.54	cp	BRD-A47513740	calyculin	Protein phosphatase inhibitor
8537	-99.61	cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor
8543	-99.68	cp	BRD-K08502430	angiogenesis-inhibitor	Angiogenesis inhibitor
8545	-99.69	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
